SCS_CHI,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
-5.331838429145173e-06,-0.0038487570000000004,-0.006854193000000001,-0.000334035,93789,1627913374,719046110
-5.331838429145173e-06,-0.00385868,-0.006864982,-0.00035540400000000003,93790,1627913374,725122008
-5.331838429145173e-06,-0.0038518500000000004,-0.006875226000000001,-0.000344204,93791,1627913374,730989618
4.836239931536192e-06,-0.0038691280000000003,-0.006878271,-0.000341038,93792,1627913374,736942855
4.836239931536192e-06,-0.0038735020000000005,-0.006886136,-0.00034923100000000003,93793,1627913374,743027272
4.836239931536192e-06,-0.0038811690000000003,-0.006878795,-0.000360536,93794,1627913374,748947026
-1.7006955154548141e-06,-0.0038845010000000003,-0.006858651,-0.000389808,93795,1627913374,755001868
-1.7006955154548141e-06,-0.00388855,-0.006843765000000001,-0.00037917200000000005,93796,1627913374,761098123
-1.7006955154548141e-06,-0.0038742150000000003,-0.0068424160000000005,-0.00038577200000000005,93797,1627913374,767040064
-1.7006955154548141e-06,-0.00386972,-0.006867342,-0.00038855000000000004,93798,1627913374,773025879
4.027365753522276e-06,-0.003850394,-0.006843941,-0.000397521,93799,1627913374,779054312
4.027365753522276e-06,-0.003841661,-0.006824954,-0.00041496400000000003,93800,1627913374,785004797
4.027365753522276e-06,-0.003850614,-0.006808481000000001,-0.00039729500000000004,93801,1627913374,790993085
2.6733804489397927e-06,-0.0038445890000000003,-0.006804038,-0.000411285,93802,1627913374,796954042
2.6733804489397927e-06,-0.0038453080000000004,-0.006816798000000001,-0.00040343100000000005,93803,1627913374,803117810
2.6733804489397927e-06,-0.003853028,-0.006832836,-0.000399965,93804,1627913374,808905592
1.4556729709970928e-06,-0.003851877,-0.006848196000000001,-0.00038256900000000003,93805,1627913374,815033893
1.4556729709970928e-06,-0.0038622710000000005,-0.0068431230000000004,-0.00038809200000000004,93806,1627913374,821005895
1.4556729709970928e-06,-0.003879145,-0.006852479000000001,-0.00037390400000000004,93807,1627913374,827073111
1.4556729709970928e-06,-0.003884671,-0.006852994,-0.00036648100000000004,93808,1627913374,833004509
-1.8193890233891386e-06,-0.003876322,-0.006876143,-0.000373426,93809,1627913374,839081413
-1.8193890233891386e-06,-0.0038545610000000003,-0.006894509,-0.00037614800000000003,93810,1627913374,845007922
-1.8193890233891386e-06,-0.003859504,-0.006891967000000001,-0.000376167,93811,1627913374,851048555
-8.154107168505088e-06,-0.003862659,-0.0068684670000000005,-0.000385708,93812,1627913374,857016885
-8.154107168505088e-06,-0.003852967,-0.00683508,-0.00040229,93813,1627913374,862996512
-8.154107168505088e-06,-0.0038526690000000004,-0.006824254,-0.00041119800000000004,93814,1627913374,868984897
1.0590676492427811e-05,-0.003828142,-0.006832896000000001,-0.00040606700000000003,93815,1627913374,874976179
1.0590676492427811e-05,-0.00382341,-0.006838737,-0.00040282100000000004,93816,1627913374,880998801
1.0590676492427811e-05,-0.003821567,-0.00686419,-0.00039434,93817,1627913374,887129342
1.0590676492427811e-05,-0.0038246010000000004,-0.006864858000000001,-0.000392715,93818,1627913374,893045466
-1.1423963665986871e-06,-0.003837768,-0.006841759,-0.00040699000000000003,93819,1627913374,899031195
-1.1423963665986871e-06,-0.003840464,-0.006836102,-0.00041374,93820,1627913374,904924754
-1.1423963665986871e-06,-0.0038249700000000005,-0.006851958,-0.000403146,93821,1627913374,911107619
8.388252904479409e-06,-0.003817772,-0.006869394,-0.00041924000000000003,93822,1627913374,917040357
8.388252904479409e-06,-0.0038170340000000004,-0.006873031000000001,-0.00042390600000000004,93823,1627913374,923104455
8.388252904479409e-06,-0.0038050870000000004,-0.00687671,-0.000428993,93824,1627913374,929026402
-2.179865785939756e-06,-0.0038096370000000003,-0.006875102,-0.000425168,93825,1627913374,934945366
-2.179865785939756e-06,-0.0038176440000000002,-0.0068644330000000005,-0.00044138500000000003,93826,1627913374,941051775
-2.179865785939756e-06,-0.0038288310000000004,-0.006863894000000001,-0.00045868600000000003,93827,1627913374,946981843
-2.179865785939756e-06,-0.0038018740000000002,-0.0068406330000000005,-0.000477108,93828,1627913374,953032669
-5.313444426158864e-07,-0.0037766730000000004,-0.0068592720000000005,-0.000488499,93829,1627913374,959044017
-5.313444426158864e-07,-0.003759412,-0.006867134,-0.00048366600000000005,93830,1627913374,965064884
-5.313444426158864e-07,-0.003770808,-0.0068967310000000006,-0.0005058490000000001,93831,1627913374,971010501
-2.927195351456562e-06,-0.0038152520000000003,-0.0068547190000000004,-0.000512947,93832,1627913374,976989016
-2.927195351456562e-06,-0.0038466010000000003,-0.006815746,-0.000531322,93833,1627913374,983037447
-2.927195351456562e-06,-0.003859527,-0.006778882000000001,-0.0005425180000000001,93834,1627913374,988931195
1.8645061419797211e-06,-0.00384875,-0.006796577000000001,-0.0005406850000000001,93835,1627913374,994981902
1.8645061419797211e-06,-0.003827759,-0.006848856,-0.000516671,93836,1627913375,1010650
1.8645061419797211e-06,-0.0038129170000000003,-0.006880863,-0.000501451,93837,1627913375,7018088
1.8645061419797211e-06,-0.0038347840000000004,-0.006868588,-0.000504386,93838,1627913375,12928917
-5.639562417511386e-06,-0.0038609860000000003,-0.006825134,-0.000534748,93839,1627913375,19042027
-5.639562417511386e-06,-0.0038697820000000004,-0.006779230000000001,-0.000542048,93840,1627913375,25043504
-5.639562417511386e-06,-0.0038517470000000004,-0.006801850000000001,-0.000537376,93841,1627913375,31007989
1.1742442970925793e-05,-0.0038185930000000003,-0.006859363,-0.000542691,93842,1627913375,36959860
1.1742442970925793e-05,-0.0038139740000000004,-0.00690041,-0.0005326910000000001,93843,1627913375,43057234
1.1742442970925793e-05,-0.0038264500000000003,-0.006893717000000001,-0.0005265080000000001,93844,1627913375,49026203
-5.24831337463059e-06,-0.003877291,-0.0068437820000000005,-0.0005253720000000001,93845,1627913375,55057172
-5.24831337463059e-06,-0.003888298,-0.006811603,-0.000550397,93846,1627913375,60978640
-5.24831337463059e-06,-0.0038964010000000003,-0.006805233000000001,-0.0005420070000000001,93847,1627913375,66998641
-5.24831337463059e-06,-0.003883928,-0.006861675,-0.00049695,93848,1627913375,73075573
1.432292705526763e-05,-0.0038764000000000003,-0.006912255000000001,-0.00047461100000000005,93849,1627913375,79074114
