OMEGA,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
359.95770263671875,0.0,0.0,0.0,12135566,1636103480,121727757
359.981689453125,0.0,0.0,0.0,12135567,1636103480,126817964
359.9466552734375,0.0,0.0,0.0,12135568,1636103480,131818839
359.94293212890625,0.0,0.0,0.0,12135569,1636103480,136752400
359.9521789550781,0.0,0.0,0.0,12135570,1636103480,141845498
359.935546875,0.0,0.0,0.0,12135571,1636103480,146791191
359.94110107421875,0.0,0.0,0.0,12135572,1636103480,151786350
359.948486328125,0.0,0.0,0.0,12135573,1636103480,156793831
359.94110107421875,0.0,0.0,0.0,12135574,1636103480,161892806
359.9300537109375,0.0,0.0,0.0,12135575,1636103480,166932080
359.94293212890625,0.0,0.0,0.0,12135576,1636103480,171868150
359.9761657714844,0.0,0.0,0.0,12135577,1636103480,176880589
359.95953369140625,0.0,0.0,0.0,12135578,1636103480,181918303
359.9595642089844,0.0,0.0,0.0,12135579,1636103480,186910337
359.948486328125,0.0,0.0,0.0,12135580,1636103480,191788048
359.9374084472656,0.0,0.0,0.0,12135581,1636103480,196781414
359.9466247558594,0.0,0.0,0.0,12135582,1636103480,201896061
359.9761657714844,0.0,0.0,0.0,12135583,1636103480,206817789
359.94293212890625,0.0,0.0,0.0,12135584,1636103480,211837327
359.9503173828125,0.0,0.0,0.0,12135585,1636103480,216838243
359.9521789550781,0.0,0.0,0.0,12135586,1636103480,221859496
359.9429626464844,0.0,0.0,0.0,12135587,1636103480,226828615
359.9613952636719,0.0,0.0,0.0,12135588,1636103480,231788522
359.9373779296875,0.0,0.0,0.0,12135589,1636103480,236785122
359.9669189453125,0.0,0.0,0.0,12135590,1636103480,241846801
359.9798583984375,0.0,0.0,0.0,12135591,1636103480,246936359
359.9374084472656,0.0,0.0,0.0,12135592,1636103480,251876359
359.9853820800781,0.0,0.0,0.0,12135593,1636103480,256889660
359.94293212890625,0.0,0.0,0.0,12135594,1636103480,261879671
359.9853820800781,0.0,0.0,0.0,12135595,1636103480,266917357
359.9761657714844,0.0,0.0,0.0,12135596,1636103480,271823684
359.9318542480469,0.0,0.0,0.0,12135597,1636103480,276805397
359.9521789550781,0.0,0.0,0.0,12135598,1636103480,281764639
359.9263000488281,0.0,0.0,0.0,12135599,1636103480,286788676
359.931884765625,0.0,0.0,0.0,12135600,1636103480,291779521
359.9835510253906,0.0,0.0,0.0,12135601,1636103480,296720168
359.94293212890625,0.0,0.0,0.0,12135602,1636103480,301722223
359.99090576171875,0.0,0.0,0.0,12135603,1636103480,306770183
359.9687805175781,0.0,0.0,0.0,12135604,1636103480,311783714
359.9835510253906,0.0,0.0,0.0,12135605,1636103480,316801670
359.9706115722656,0.0,0.0,0.0,12135606,1636103480,321728475
359.97247314453125,0.0,0.0,0.0,12135607,1636103480,326726997
359.9429626464844,0.0,0.0,0.0,12135608,1636103480,331879078
359.95587158203125,0.0,0.0,0.0,12135609,1636103480,336847928
359.9632263183594,0.0,0.0,0.0,12135610,1636103480,341848314
359.9411315917969,0.0,0.0,0.0,12135611,1636103480,347051109
359.965087890625,0.0,0.0,0.0,12135612,1636103480,351855951
359.98907470703125,0.0,0.0,0.0,12135613,1636103480,356842032
359.9503173828125,0.0,0.0,0.0,12135614,1636103480,361788059
359.92633056640625,0.0,0.0,0.0,12135615,1636103480,366866563
359.9632568359375,0.0,0.0,0.0,12135616,1636103480,371845768
359.9226379394531,0.0,0.0,0.0,12135617,1636103480,376735881
359.9374084472656,0.0,0.0,0.0,12135618,1636103480,381840738
359.9669189453125,0.0,0.0,0.0,12135619,1636103480,386822045
359.9392395019531,0.0,0.0,0.0,12135620,1636103480,391757016
359.9319152832031,0.0,0.0,0.0,12135621,1636103480,396772555
359.9447937011719,0.0,0.0,0.0,12135622,1636103480,401768684
359.98724365234375,0.0,0.0,0.0,12135623,1636103480,406775014
359.9743347167969,0.0,0.0,0.0,12135624,1636103480,411759632
359.9835205078125,0.0,0.0,0.0,12135625,1636103480,416902053
359.9613952636719,0.0,0.0,0.0,12135626,1636103480,421763380
359.94659423828125,0.0,0.0,0.0,12135627,1636103480,426822404
359.95587158203125,0.0,0.0,0.0,12135628,1636103480,431865356
359.92633056640625,0.0,0.0,0.0,12135629,1636103480,436914350
359.9429626464844,0.0,0.0,0.0,12135630,1636103480,441917979
359.9207763671875,0.0,0.0,0.0,12135631,1636103480,446884837
359.93927001953125,0.0,0.0,0.0,12135632,1636103480,451852285
359.9263610839844,0.0,0.0,0.0,12135633,1636103480,456935412
359.97430419921875,0.0,0.0,0.0,12135634,1636103480,462122323
359.92822265625,0.0,0.0,0.0,12135635,1636103480,466870432
359.965087890625,0.0,0.0,0.0,12135636,1636103480,471780398
359.9447937011719,0.0,0.0,0.0,12135637,1636103480,476828904
359.9669189453125,0.0,0.0,0.0,12135638,1636103480,481932998
359.9521789550781,0.0,0.0,0.0,12135639,1636103480,486809763
359.9761657714844,0.0,0.0,0.0,12135640,1636103480,491863415
359.9798583984375,0.0,0.0,0.0,12135641,1636103480,496737209
359.9540100097656,0.0,0.0,0.0,12135642,1636103480,501868343
359.935546875,0.0,0.0,0.0,12135643,1636103480,506820880
359.94110107421875,0.0,0.0,0.0,12135644,1636103480,511789142
359.95587158203125,0.0,0.0,0.0,12135645,1636103480,516778812
359.97430419921875,0.0,0.0,0.0,12135646,1636103480,521752747
359.98724365234375,0.0,0.0,0.0,12135647,1636103480,526895532
359.97247314453125,0.0,0.0,0.0,12135648,1636103480,531886159
359.9429016113281,0.0,0.0,0.0,12135649,1636103480,536875796
359.9392395019531,0.0,0.0,0.0,12135650,1636103480,541890144
359.94110107421875,0.0,0.0,0.0,12135651,1636103480,546898196
359.9613952636719,0.0,0.0,0.0,12135652,1636103480,551879003
359.93927001953125,0.0,0.0,0.0,12135653,1636103480,556783970
