CHI,OMEGA,X_LUT,Y_LUT,Z_LUT
40.0,85.0,0.021552208777777783,-0.10411621966666668,0.11019949626262628
40.0,95.0,0.02191359111,-0.08358688202000002,0.12532052342
40.0,105.0,0.021701926679999997,-0.06077963361999998,0.13767462071
40.0,115.0,0.02189640295,-0.03573933198,0.14568379827
40.0,125.0,0.022222370579999998,-0.00969746153,0.14956282063
40.0,135.0,0.022984590169999996,0.017003895629999998,0.14927738833999998
40.0,145.0,0.023003691629999996,0.04159244448,0.14254232403999997
40.0,155.0,0.022928446239999997,0.06628850821,0.13207426898
40.0,165.0,0.02280320149,0.08932153175,0.11762030520999996
40.0,175.0,0.0228813727,0.10926270268999999,0.09961597898
40.0,185.0,0.022887677619999994,0.12565764248,0.07864275595
40.0,195.0,0.0228884132,0.13797559971,0.05519896892
40.0,205.0,0.022901204010101008,0.14583179671717172,0.029900448303030302
40.0,215.0,0.02288832368316832,0.14932578023762377,0.0034816226930693066
40.0,225.0,0.02294833895,0.1482535752,-0.022981186959999997
40.0,235.0,0.02286180448,0.14276898412,-0.04842912035
40.0,245.0,0.022767285259999995,0.13280359218999999,-0.07224088006000001
40.0,255.0,0.023165891089999998,0.11898558582000003,-0.09431644404
40.0,265.0,0.02335355736,0.10143185168,-0.11213804346999998
40.0,275.0,0.022779602269999998,0.08033281176000001,-0.12762530594000002
40.0,285.0,0.022231191089999998,0.05698729188,-0.13968672782
40.0,295.0,0.021993526170000003,0.032320098789999994,-0.14683544041
40.0,305.0,0.02192358714,0.006466230349999999,-0.14938432937
40.0,315.0,0.021588281039999994,-0.019400691379999998,-0.14757740621
40.0,325.0,0.021381531386138613,-0.04488799233663366,-0.14150683053465346
40.0,335.0,0.0211593852020202,-0.0686713566969697,-0.13145655375757576
40.0,345.0,0.02104293209,-0.09001654646,-0.11737345136
40.0,355.0,0.02108540218918919,-0.11464882664864866,-0.09353762782625481
