,CHI,OMEGA,OMEGA_Cont,X_LUT,Y_LUT,Z_LUT
0,0.0,2.5,2.5,0.0002431197017541745,0.0009616791578947308,-0.00010340794736837458
1,0.0,7.5,7.5,0.0002626151219511212,0.0009640350487804796,-0.0001853761707316659
2,0.0,12.5,12.5,0.00023402821951203586,0.0008965674634146277,-0.0003036910731706825
3,0.0,17.5,17.5,0.0002128147380950378,0.0008735739999999913,-0.0004773117857142517
4,0.0,22.5,22.5,0.0002283591904760933,0.0008050089999999954,-0.0005995981904761429
5,0.0,27.5,27.5,0.00028416521951208756,0.0005523280487804799,-0.0007010474634146001
6,0.0,32.5,32.5,0.00033476075609736123,0.00037254148780487163,-0.0008769899999999691
7,0.0,37.5,37.5,0.00038783861904752764,0.00020670123809523295,-0.0010071323095237616
8,0.0,42.5,42.5,0.0004121351666665311,6.218699999999331e-05,-0.0011113235238094852
9,0.0,47.5,47.5,0.0004592666585364153,-0.00013477229268293257,-0.0010577734390243565
10,0.0,52.5,52.5,0.0005231765714284398,-0.00035295169047619884,-0.001010493357142806
11,0.0,57.5,57.5,0.000589677190476016,-0.000575003714285721,-0.0008580622619047208
12,0.0,62.5,62.5,0.0006880246829267109,-0.0008800553902439106,-0.0007950806829267932
13,0.0,67.5,67.5,0.0007866783720928145,-0.0011480320697674488,-0.0006724551627906525
14,0.0,72.5,72.5,0.000887893634146287,-0.0015387250000000064,-0.0005171141707316715
15,0.0,77.5,77.5,0.0009819027317071603,-0.0017069333414634204,-0.00040179429268288744
16,0.0,82.5,82.5,0.0010900531428569757,-0.0015364778333333393,-0.0001163889285713934
17,0.0,87.5,87.5,0.0012044153333331795,-0.0016355140000000046,0.00019834361904766
18,0.0,92.5,92.5,0.0012927445121949628,-0.0018564961463414696,0.0005267626829268727
19,0.0,97.5,97.5,0.0013995201463412382,-0.0018062214634146393,0.0009173239024390649
20,0.0,102.5,102.5,0.0014872111395347713,-0.001730139046511635,0.001240023232558183
21,0.0,107.5,107.5,0.0015855529268291157,-0.0015153810000000075,0.0018008678536585842
22,0.0,112.5,112.5,0.0016561289761903059,-0.001232101404761909,0.002240085880952425
23,0.0,117.5,117.5,0.0017516699268291585,-0.0011321344634146427,0.002612747512195169
24,0.0,122.5,122.5,0.001891822119047434,-0.0012026997380952457,0.003309313738095277
25,0.0,127.5,127.5,0.001931333976190333,-0.000695148928571434,0.0035549855000000415
26,0.0,132.5,132.5,0.001970234658536499,-0.0001951300487804932,0.0038173755609756488
27,0.0,137.5,137.5,0.002010262404761775,0.00040190447619046853,0.003970317095238139
28,0.0,142.5,142.5,0.002026996166666541,0.0008668079523809465,0.004144552619047654
29,0.0,147.5,147.5,0.002088940731707105,0.001342103536585361,0.004411000512195161
30,0.0,152.5,152.5,0.002113212904761746,0.0018668519523809453,0.004326804904761944
31,0.0,157.5,157.5,0.0021442096585364717,0.0024596284634146263,0.004134897195121999
32,0.0,162.5,162.5,0.0021575183333331295,0.0030619445476190417,0.004025417738095283
33,0.0,167.5,167.5,0.002149934738095031,0.0037308680952380874,0.0037532651904762355
34,0.0,172.5,172.5,0.0021759114634144565,0.004256967512195116,0.003489296000000036
35,0.0,177.5,177.5,0.002181061642857019,0.004643110547619041,0.003158216619047667
