CHI,OMEGA,OMEGA_Cont,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
0,0,0,3.9059447840000003,0.21994695500000003,0.688515447,345095994,1631274254,415751097
-5.0109262943918e-06,359.97802734375,359.97802734375,3.9059350760000004,0.21995370800000003,0.688502477,345095995,1631274254,421263120
-5.0109262943918e-06,359.9392395019531,359.9392395019531,3.9059345910000003,0.219962962,0.6884959150000001,345095996,1631274254,427268233
-5.0109262943918e-06,359.98907470703125,359.98907470703125,3.9059263370000004,0.219963177,0.688492427,345095997,1631274254,433211534
-1.532836121832088e-07,359.9669189453125,359.9669189453125,3.905912321,0.219959286,0.688488419,345095998,1631274254,439207615
-1.532836121832088e-07,359.9743347167969,359.9743347167969,3.905936241,0.21994601600000002,0.688488082,345095999,1631274254,445226219
-1.532836121832088e-07,359.9263610839844,359.9263610839844,3.9059305710000003,0.21995225100000002,0.688494679,345096000,1631274254,451254131
-1.83697334520815e-06,359.97430419921875,359.97430419921875,3.905948838,0.21995661100000002,0.6884991920000001,345096001,1631274254,457266216
-1.83697334520815e-06,359.9503173828125,359.9503173828125,3.905969293,0.21996757800000002,0.688514358,345096002,1631274254,463257950
-1.83697334520815e-06,359.9521789550781,359.9521789550781,3.905974939,0.219962959,0.688531549,345096003,1631274254,469323853
-1.83697334520815e-06,359.9355773925781,359.9355773925781,3.9059559700000004,0.21996839,0.68852934,345096004,1631274254,475241158
-4.153695189527635e-06,359.9281921386719,359.9281921386719,3.905957298,0.219977685,0.6885265380000001,345096005,1631274254,481283846
-4.153695189527635e-06,359.948486328125,359.948486328125,3.905962837,0.219964551,0.688536762,345096006,1631274254,487275205
-4.153695189527635e-06,359.9281921386719,359.9281921386719,3.9059763230000004,0.21996224900000003,0.68853695,345096007,1631274254,493154970
1.6315152393246466e-06,359.9687805175781,359.9687805175781,3.905968264,0.21997623600000002,0.6885371680000001,345096008,1631274254,499279343
1.6315152393246466e-06,359.97064208984375,359.97064208984375,3.905970163,0.21998445100000003,0.6885421230000001,345096009,1631274254,505126865
1.6315152393246466e-06,359.9374084472656,359.9374084472656,3.9059481880000004,0.22000185700000002,0.688541032,345096010,1631274254,511210523
1.341375512378823e-06,359.97247314453125,359.97247314453125,3.905937568,0.22000814800000001,0.688554309,345096011,1631274254,517301941
1.341375512378823e-06,359.9503479003906,359.9503479003906,3.90593608,0.220013424,0.6885508060000001,345096012,1631274254,523273071
1.341375512378823e-06,359.95953369140625,359.95953369140625,3.9059269600000004,0.22002584200000003,0.688556119,345096013,1631274254,529288180
1.341375512378823e-06,359.94293212890625,359.94293212890625,3.905920032,0.22003096100000002,0.688568084,345096014,1631274254,535262710
4.47136731331355e-06,359.97247314453125,359.97247314453125,3.905924011,0.22002654000000002,0.6885689140000001,345096015,1631274254,541208979
4.47136731331355e-06,359.95587158203125,359.95587158203125,3.905922637,0.22003122700000002,0.6885632570000001,345096016,1631274254,547263573
4.47136731331355e-06,359.9374084472656,359.9374084472656,3.9059156240000004,0.220032785,0.688562985,345096017,1631274254,553221076
-1.661131012814343e-06,359.9466247558594,359.9466247558594,3.905923591,0.22001598200000003,0.688568138,345096018,1631274254,559281368
-1.661131012814343e-06,359.9447937011719,359.9447937011719,3.905922325,0.220029788,0.688573748,345096019,1631274254,565188588
-1.661131012814343e-06,359.9300537109375,359.9300537109375,3.9059200130000002,0.220014759,0.6885682080000001,345096020,1631274254,571182734
-1.2874661673408818e-06,359.9540100097656,359.9540100097656,3.9059113290000003,0.220014283,0.6885614750000001,345096021,1631274254,577310464
-1.2874661673408818e-06,359.98907470703125,359.98907470703125,3.905918868,0.22001352100000002,0.688564547,345096022,1631274254,583291529
-1.2874661673408818e-06,359.95587158203125,359.95587158203125,3.9059184430000005,0.22000787200000002,0.6885727570000001,345096023,1631274254,589226141
-1.2874661673408818e-06,359.94110107421875,359.94110107421875,3.905928149,0.220038487,0.688574093,345096024,1631274254,595269122
-3.995437115174861e-06,359.9263000488281,359.9263000488281,3.9059383850000002,0.220032059,0.688569984,345096025,1631274254,601307226
-3.995437115174861e-06,359.94110107421875,359.94110107421875,3.905952891,0.22002817700000002,0.688577023,345096026,1631274254,607281038
-3.995437115174861e-06,359.9521484375,359.9521484375,3.905947439,0.22001883000000003,0.6885718670000001,345096027,1631274254,613234230
