OMEGA,SCS_CHI,SCS_PHI,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
359.93743896484375,0,0,-1.6260102900000002,0.235218209,-0.17891910400000002,146969771,1630069953,649326200
359.9521484375,0,0,-1.6260065400000001,0.23519973400000002,-0.178913402,146969772,1630069953,655240887
359.98907470703125,0,0,-1.6259992460000001,0.23519599300000002,-0.178910746,146969773,1630069953,661315562
359.92816162109375,7.786802533563505e-07,-3.676e-06,-1.6260009960000001,0.23518756000000002,-0.17890724600000002,146969774,1630069953,667339941
359.98724365234375,7.786802533563505e-07,-3.676e-06,-1.6259979150000001,0.23517637400000002,-0.17891019500000002,146969775,1630069953,673394905
359.98724365234375,7.786802533563505e-07,-3.676e-06,-1.6260062050000001,0.23516989500000002,-0.178929258,146969776,1630069953,679286632
359.9410705566406,-8.214842336947387e-07,3.135e-06,-1.6260159060000001,0.235162154,-0.178937657,146969777,1630069953,685297371
359.9964599609375,-8.214842336947387e-07,3.135e-06,-1.626009795,0.23516518700000003,-0.178931521,146969778,1630069953,691259085
359.9632263183594,-8.214842336947387e-07,3.135e-06,-1.626027276,0.23516360200000003,-0.17891825,146969779,1630069953,697297353
359.95587158203125,-4.082549493503838e-07,4.2e-07,-1.6260205630000002,0.23515954900000002,-0.17892232500000002,146969780,1630069953,703265342
359.98907470703125,-4.082549493503838e-07,4.2e-07,-1.62599428,0.23514994800000003,-0.1789205,146969781,1630069953,709286327
359.99090576171875,-4.082549493503838e-07,4.2e-07,-1.625981126,0.235177031,-0.17892338900000002,146969782,1630069953,715258960
359.95770263671875,-4.082549493503838e-07,4.2e-07,-1.6259713260000002,0.23517923300000002,-0.17893599400000001,146969783,1630069953,721365539
359.981689453125,1.8864864492368043e-06,-6.348e-06,-1.625973711,0.23517985100000002,-0.178931377,146969784,1630069953,727312453
359.91705322265625,1.8864864492368043e-06,-6.348e-06,-1.625960005,0.235169448,-0.178933207,146969785,1630069953,733327402
359.922607421875,1.8864864492368043e-06,-6.348e-06,-1.625950315,0.23515915,-0.178925939,146969786,1630069953,739247981
359.981689453125,1.9348430492762906e-06,-5.015e-06,-1.6259535410000001,0.23516619900000002,-0.178922053,146969787,1630069953,745289028
359.965087890625,1.9348430492762906e-06,-5.015e-06,-1.6259512710000001,0.23516687700000002,-0.17892232100000002,146969788,1630069953,751339279
359.9853820800781,1.9348430492762906e-06,-5.015e-06,-1.625953859,0.235143594,-0.178919757,146969789,1630069953,757318257
359.9337158203125,5.772704700197931e-08,-6.535e-06,-1.625941695,0.23511663400000002,-0.17892248000000002,146969790,1630069953,763291200
359.935546875,5.772704700197931e-08,-6.535e-06,-1.625945811,0.23511594100000002,-0.178923732,146969791,1630069953,769326541
359.9263000488281,5.772704700197931e-08,-6.535e-06,-1.625954423,0.235109652,-0.17892938400000002,146969792,1630069953,775412837
359.9669189453125,5.772704700197931e-08,-6.535e-06,-1.625948417,0.23510296000000003,-0.178928533,146969793,1630069953,781320829
359.9743347167969,-4.082549493503838e-07,-6.107e-06,-1.625941349,0.23508894400000002,-0.178923477,146969794,1630069953,787339326
359.9632263183594,-4.082549493503838e-07,-6.107e-06,-1.6259491050000001,0.235101406,-0.17892576300000002,146969795,1630069953,793296755
359.998291015625,-4.082549493503838e-07,-6.107e-06,-1.625955567,0.23510167,-0.178938072,146969796,1630069953,799292916
359.9927673339844,-6.096646064523958e-08,8.037000000000001e-06,-1.6259597490000002,0.235093829,-0.178943327,146969797,1630069953,805318589
359.9170837402344,-6.096646064523958e-08,8.037000000000001e-06,-1.6259715160000001,0.235109227,-0.178938927,146969798,1630069953,811264391
359.9540100097656,-6.096646064523958e-08,8.037000000000001e-06,-1.625980803,0.235126205,-0.17893752300000001,146969799,1630069953,817264875
359.9539794921875,-3.2472983213170907e-07,2.73e-07,-1.6259707730000001,0.23513430400000002,-0.178943964,146969800,1630069953,823337091
359.981689453125,-3.2472983213170907e-07,2.73e-07,-1.625959624,0.23513201700000003,-0.17893370800000002,146969801,1630069953,829374583
359.981689453125,-3.2472983213170907e-07,2.73e-07,-1.625946289,0.235117224,-0.178935851,146969802,1630069953,835357856
359.9263610839844,-3.2472983213170907e-07,2.73e-07,-1.6259447260000002,0.23511510100000002,-0.178946571,146969803,1630069953,841293802
359.9909362792969,-3.1469982357033725e-06,-3.2730000000000003e-06,-1.6259371850000002,0.235122676,-0.178947549,146969804,1630069953,847316544
359.98907470703125,-3.1469982357033725e-06,-3.2730000000000003e-06,-1.625939038,0.235121356,-0.178938478,146969805,1630069953,853296821
359.9595642089844,-3.1469982357033725e-06,-3.2730000000000003e-06,-1.625936198,0.23512329,-0.178943136,146969806,1630069953,859284127
359.9779968261719,1.367751805182469e-06,4.636e-06,-1.6259254250000001,0.23510485,-0.178929936,146969807,1630069953,865298623
359.9503173828125,1.367751805182469e-06,4.636e-06,-1.6259346680000002,0.23511055200000003,-0.178947296,146969808,1630069953,871298895
359.99462890625,1.367751805182469e-06,4.636e-06,-1.625943101,0.23511509900000002,-0.17895666000000002,146969809,1630069953,877315257
359.9853820800781,1.367751805182469e-06,4.636e-06,-1.6259445410000002,0.235116455,-0.17896040400000002,146969810,1630069953,883275590
359.981689453125,-3.885535641279975e-06,2.63e-07,-1.625945229,0.235127882,-0.17897183300000002,146969811,1630069953,889314164
359.9743347167969,-3.885535641279975e-06,2.63e-07,-1.625965075,0.235126574,-0.17898181400000002,146969812,1630069953,895312449
359.948486328125,-3.885535641279975e-06,2.63e-07,-1.6259528300000001,0.23511779600000002,-0.178990105,146969813,1630069953,901252492
359.9207763671875,4.70875432710858e-06,-6.92e-07,-1.62594254,0.23511405300000002,-0.178986741,146969814,1630069953,907347858
359.9964599609375,4.70875432710858e-06,-6.92e-07,-1.625935995,0.23512828600000002,-0.179002767,146969815,1630069953,913361536
359.9226379394531,4.70875432710858e-06,-6.92e-07,-1.625937693,0.235116342,-0.17899366800000002,146969816,1630069953,919282348
359.9927673339844,-3.5550223707749387e-07,5.662e-06,-1.6259458,0.235122286,-0.178982671,146969817,1630069953,925280687
359.9447937011719,-3.5550223707749387e-07,5.662e-06,-1.62595329,0.235127422,-0.17896783700000002,146969818,1630069953,931271614
359.9410705566406,-3.5550223707749387e-07,5.662e-06,-1.6259560110000002,0.235114917,-0.17898712,146969819,1630069953,937263510
359.98724365234375,-4.082549493503838e-07,1.601e-06,-1.6259752010000001,0.23511632100000002,-0.178978817,146969820,1630069953,943250424
359.94482421875,-4.082549493503838e-07,1.601e-06,-1.6259770630000001,0.2351125,-0.17897796200000002,146969821,1630069953,949270616
359.9374084472656,-4.082549493503838e-07,1.601e-06,-1.6259848060000002,0.235107224,-0.17897595800000002,146969822,1630069953,955306586
359.9761657714844,-4.082549493503838e-07,1.601e-06,-1.6259880290000002,0.23511152200000002,-0.17898824600000002,146969823,1630069953,961264413
359.9945983886719,-2.3029552795052267e-06,-3.0980000000000002e-06,-1.6259732610000002,0.23511241600000002,-0.178998774,146969824,1630069953,967317139
359.915283203125,-2.3029552795052267e-06,-3.0980000000000002e-06,-1.625971196,0.23511676,-0.17900784800000002,146969825,1630069953,973304586
359.9226379394531,-2.3029552795052267e-06,-3.0980000000000002e-06,-1.625973848,0.23512142700000002,-0.179012641,146969826,1630069953,979242462
359.9171142578125,4.436198859788821e-06,-7.4530000000000005e-06,-1.6259644000000002,0.23513065200000002,-0.17900895900000002,146969827,1630069953,985302213
359.9171142578125,4.436198859788821e-06,-7.4530000000000005e-06,-1.625964275,0.23514272100000003,-0.17900348200000002,146969828,1630069953,991288802
359.9170837402344,4.436198859788821e-06,-7.4530000000000005e-06,-1.6259539440000002,0.23513470800000003,-0.179015012,146969829,1630069953,997405611
359.998291015625,-1.2918622794272791e-06,5.325000000000001e-06,-1.6259416290000002,0.235134747,-0.179026498,146969830,1630069954,3290044
359.9189758300781,-1.2918622794272791e-06,5.325000000000001e-06,-1.625963767,0.23513456400000002,-0.179019326,146969831,1630069954,9291239
359.981689453125,-1.2918622794272791e-06,5.325000000000001e-06,-1.62596231,0.235124831,-0.17901476700000002,146969832,1630069954,15304410
359.998291015625,-1.2918622794272791e-06,5.325000000000001e-06,-1.625956117,0.235125518,-0.17902209100000002,146969833,1630069954,21322960
359.94293212890625,-3.7976146013695967e-06,1.2670000000000001e-06,-1.625953428,0.23512043600000002,-0.179021745,146969834,1630069954,27337585
359.9374084472656,-3.7976146013695967e-06,1.2670000000000001e-06,-1.6259391330000001,0.235134048,-0.17901656400000002,146969835,1630069954,33317543
359.9281921386719,-3.7976146013695967e-06,1.2670000000000001e-06,-1.625937594,0.23516972600000002,-0.17900859100000002,146969836,1630069954,39248144
359.94482421875,3.552591662139882e-06,1.7980000000000002e-06,-1.6259302830000002,0.23516473200000002,-0.179003445,146969837,1630069954,45268817
359.9945983886719,3.552591662139882e-06,1.7980000000000002e-06,-1.625901123,0.235169328,-0.179007519,146969838,1630069954,51379911
359.9927673339844,3.552591662139882e-06,1.7980000000000002e-06,-1.625906262,0.23517322000000002,-0.179011882,146969839,1630069954,57245459
359.92816162109375,3.1525505896861402e-06,2.8850000000000003e-06,-1.6258937880000002,0.23517956,-0.179000968,146969840,1630069954,63241808
359.9853820800781,3.1525505896861402e-06,2.8850000000000003e-06,-1.625882512,0.23518297700000002,-0.17899050900000002,146969841,1630069954,69328063
359.97430419921875,3.1525505896861402e-06,2.8850000000000003e-06,-1.625884217,0.235179925,-0.17898705,146969842,1630069954,75388372
359.92999267578125,3.1525505896861402e-06,2.8850000000000003e-06,-1.6258909080000001,0.23517252100000002,-0.17898343800000002,146969843,1630069954,81310821
359.9687805175781,2.0447444590048337e-06,1.9020000000000002e-06,-1.625898756,0.23516176300000002,-0.17898149200000002,146969844,1630069954,87263978
359.9318542480469,2.0447444590048337e-06,1.9020000000000002e-06,-1.6259113060000001,0.23516835400000002,-0.17897753000000002,146969845,1630069954,93272331
0.0019967984408140182,2.0447444590048337e-06,1.9020000000000002e-06,-1.6259262710000002,0.23516662300000002,-0.178980622,146969846,1630069954,101269302
359.97613525390625,-2.5183620514694527e-06,-3.12e-06,-1.625926905,0.23515613900000001,-0.17900021500000002,146969847,1630069954,107297483
0.0038398122414946556,-2.5183620514694527e-06,-3.12e-06,-1.625928083,0.23516281000000003,-0.178995164,146969848,1630069954,113306993
359.97802734375,-2.5183620514694527e-06,-3.12e-06,-1.6259353250000002,0.23516686,-0.179003357,146969849,1630069954,119288415
359.998291015625,1.3281873027068451e-06,4.056000000000001e-06,-1.625939091,0.23517325100000003,-0.178993441,146969850,1630069954,125265922
359.9687805175781,1.3281873027068451e-06,4.056000000000001e-06,-1.6259295870000001,0.23515307500000002,-0.179020762,146969851,1630069954,131261458
0.001994939986616373,1.3281873027068451e-06,4.056000000000001e-06,-1.6259309400000002,0.235151353,-0.17903792000000002,146969852,1630069954,137248674
359.9336853027344,-1.8589535893080185e-06,8.64e-07,-1.6259197140000001,0.235135798,-0.17904475,146969853,1630069954,143209130
359.94110107421875,-1.8589535893080185e-06,8.64e-07,-1.6259000010000002,0.23512791600000002,-0.179051815,146969854,1630069954,149344059
359.9171142578125,-1.8589535893080185e-06,8.64e-07,-1.625901661,0.23512643700000002,-0.17904703400000002,146969855,1630069954,155379060
