OMEGA,SCS_CHI,SCS_PHI,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
0.00015009663184173405,-1.9512708043441146e-06,-1.092e-06,-1.6260711540000001,0.235041092,-0.17908721900000002,147346561,1630072221,382154899
359.9706115722656,-1.9512708043441146e-06,-1.092e-06,-1.62606826,0.23502622,-0.17908947800000002,147346562,1630072221,388158400
359.9466552734375,-1.9512708043441146e-06,-1.092e-06,-1.626075965,0.235032487,-0.179093295,147346563,1630072221,394152168
359.9337158203125,-1.9512708043441146e-06,-1.092e-06,-1.626084579,0.23502324200000002,-0.17909930400000001,147346564,1630072221,400257922
359.9613952636719,2.0719289628328963e-07,2.9500000000000003e-07,-1.6260822480000001,0.23502723600000003,-0.179092043,147346565,1630072221,406153099
359.98907470703125,2.0719289628328963e-07,2.9500000000000003e-07,-1.626077051,0.23504908400000002,-0.17910873400000002,147346566,1630072221,412221399
359.9503173828125,2.0719289628328963e-07,2.9500000000000003e-07,-1.626089421,0.235051649,-0.179092789,147346567,1630072221,418229739
359.9927673339844,1.165533243981086e-06,-2.357e-06,-1.6261025340000002,0.235067567,-0.179098059,147346568,1630072221,424159206
359.98907470703125,1.165533243981086e-06,-2.357e-06,-1.6261188320000002,0.23507771500000002,-0.17909713900000002,147346569,1630072221,430155318
359.9318542480469,1.165533243981086e-06,-2.357e-06,-1.6261273500000002,0.235089181,-0.17909217600000002,147346570,1630072221,436112162
359.931884765625,1.165533243981086e-06,-2.357e-06,-1.6261177610000002,0.235085868,-0.179093467,147346571,1630072221,442164272
359.9410705566406,-1.1819608059411257e-06,3.3800000000000004e-07,-1.626120744,0.235095203,-0.179076124,147346572,1630072221,448226925
359.9300537109375,-1.1819608059411257e-06,3.3800000000000004e-07,-1.6261161080000002,0.23510123500000002,-0.179067211,147346573,1630072221,454143262
359.935546875,-1.1819608059411257e-06,3.3800000000000004e-07,-1.6261188770000001,0.23510655100000002,-0.179065429,147346574,1630072221,460193238
359.9466247558594,1.2886228634988673e-06,-1.565e-06,-1.6261118570000002,0.235090657,-0.179053926,147346575,1630072221,466143612
359.9909362792969,1.2886228634988673e-06,-1.565e-06,-1.6261260640000001,0.235075166,-0.17905341400000002,147346576,1630072221,472142324
359.9613952636719,1.2886228634988673e-06,-1.565e-06,-1.62613807,0.23507465600000002,-0.179056548,147346577,1630072221,478224065
359.9355773925781,2.0271602638188833e-06,-2.9420000000000004e-06,-1.626134672,0.23506974500000002,-0.179050118,147346578,1630072221,484171858
359.97247314453125,2.0271602638188833e-06,-2.9420000000000004e-06,-1.626138391,0.23507780800000003,-0.179057678,147346579,1630072221,490152470
359.95770263671875,2.0271602638188833e-06,-2.9420000000000004e-06,-1.62614414,0.235082269,-0.179067376,147346580,1630072221,496251820
359.9374084472656,2.0271602638188833e-06,-2.9420000000000004e-06,-1.626142098,0.235072526,-0.179065483,147346581,1630072221,502224311
359.9613952636719,-4.3023525667685054e-07,5.361e-06,-1.6261425260000002,0.235077894,-0.179061258,147346582,1630072221,508166731
359.9300231933594,-4.3023525667685054e-07,5.361e-06,-1.626156994,0.235078152,-0.179071362,147346583,1630072221,514142571
359.9761657714844,-4.3023525667685054e-07,5.361e-06,-1.626166132,0.23507264600000002,-0.17906897300000002,147346584,1630072221,520242227
359.9687805175781,-2.0875485708746294e-06,-1.216e-06,-1.626162684,0.23507870300000003,-0.17905932300000002,147346585,1630072221,526152252
359.9650573730469,-2.0875485708746294e-06,-1.216e-06,-1.6261513390000002,0.23508304700000002,-0.179061086,147346586,1630072221,532130520
359.94293212890625,-2.0875485708746294e-06,-1.216e-06,-1.626147126,0.235094192,-0.179055726,147346587,1630072221,538139443
359.9540100097656,5.94045950481944e-07,3.825000000000001e-06,-1.626137291,0.235083123,-0.17904467500000001,147346588,1630072221,544140173
359.9779968261719,5.94045950481944e-07,3.825000000000001e-06,-1.626111321,0.235077897,-0.17904857300000002,147346589,1630072221,550147730
359.97247314453125,5.94045950481944e-07,3.825000000000001e-06,-1.6260991880000002,0.235052634,-0.179056242,147346590,1630072221,556221346
359.98907470703125,-5.269484570736855e-07,-8.6e-08,-1.6260909620000001,0.23504012800000001,-0.17905584500000002,147346591,1630072221,563635195
359.9540100097656,-5.269484570736855e-07,-8.6e-08,-1.6260705290000002,0.23504244400000002,-0.17906196800000002,147346592,1630072221,568255890
359.9927673339844,-5.269484570736855e-07,-8.6e-08,-1.6260636720000001,0.235039607,-0.179064213,147346593,1630072221,574144436
359.95953369140625,-5.269484570736855e-07,-8.6e-08,-1.626059308,0.235036764,-0.179086241,147346594,1630072221,580243560
359.9632568359375,-1.83697334520815e-06,-5.13e-07,-1.626048163,0.235037032,-0.179106612,147346595,1630072221,586148995
359.9207763671875,-1.83697334520815e-06,-5.13e-07,-1.6260606990000002,0.235036668,-0.179105693,147346596,1630072221,592159881
359.935546875,-1.83697334520815e-06,-5.13e-07,-1.626063835,0.23504768,-0.179109823,147346597,1630072221,598176500
359.9171142578125,-1.8941220431389894e-06,-5.420000000000001e-06,-1.626040887,0.235046096,-0.17911543900000002,147346598,1630072221,604269130
359.9374084472656,-1.8941220431389894e-06,-5.420000000000001e-06,-1.6260250470000002,0.23503300200000002,-0.179119566,147346599,1630072221,610139302
359.9669189453125,-1.8941220431389894e-06,-5.420000000000001e-06,-1.626015628,0.235031537,-0.17911621,147346600,1630072221,616198436
359.9945983886719,-1.8941220431389894e-06,-5.420000000000001e-06,-1.6260062960000001,0.23503114900000002,-0.17909782200000002,147346601,1630072221,622132682
359.9374084472656,-7.863157799156617e-07,1.0659e-05,-1.6259918420000001,0.23501545100000001,-0.17907736800000001,147346602,1630072221,628133121
359.9171447753906,-7.863157799156617e-07,1.0659e-05,-1.6259932320000001,0.23500983700000003,-0.179074585,147346603,1630072221,634147900
359.9521789550781,-7.863157799156617e-07,1.0659e-05,-1.625999342,0.23501763900000003,-0.179071255,147346604,1630072221,640214168
359.9669189453125,-1.7798245207422074e-06,3.948e-06,-1.626011453,0.234996055,-0.179059508,147346605,1630072221,646147151
359.9964599609375,-1.7798245207422074e-06,3.948e-06,-1.626021624,0.23497563900000001,-0.17905432500000001,147346606,1630072221,652152397
359.981689453125,-1.7798245207422074e-06,3.948e-06,-1.626042616,0.234986892,-0.17906091400000002,147346607,1630072221,658181290
359.9945983886719,-3.828386943192593e-06,1.796e-06,-1.626053766,0.234973066,-0.17907145100000002,147346608,1630072221,664201539
359.97430419921875,-3.828386943192593e-06,1.796e-06,-1.6260403680000002,0.23498243900000002,-0.179067999,147346609,1630072221,670232598
359.98724365234375,-3.828386943192593e-06,1.796e-06,-1.6260346570000002,0.23498395500000002,-0.179080854,147346610,1630072221,676205405
359.9706115722656,-3.828386943192593e-06,1.796e-06,-1.626035064,0.23499533700000003,-0.179086943,147346611,1630072221,682175547
359.935546875,-1.8105969257495878e-06,4.413e-06,-1.6260410220000001,0.23498164100000002,-0.179094538,147346612,1630072221,688156845
359.9539794921875,-1.8105969257495878e-06,4.413e-06,-1.6260549160000002,0.234995954,-0.17910040000000002,147346613,1630072221,694200665
359.95770263671875,-1.8105969257495878e-06,4.413e-06,-1.6260756740000002,0.23501044100000001,-0.17911089700000002,147346614,1630072221,700206704
359.9761657714844,-3.3711970423062194e-06,-7.140000000000001e-07,-1.626082515,0.23501926,-0.179113389,147346615,1630072221,706227921
359.9964599609375,-3.3711970423062194e-06,-7.140000000000001e-07,-1.6260707890000001,0.234999167,-0.17911262800000002,147346616,1630072221,712303241
359.97247314453125,-3.3711970423062194e-06,-7.140000000000001e-07,-1.626066188,0.235017893,-0.179100282,147346617,1630072221,718162225
359.92999267578125,-3.027495880782299e-07,1.6900000000000001e-06,-1.6260856080000001,0.235008724,-0.17911141600000002,147346618,1630072221,724266879
359.935546875,-3.027495880782299e-07,1.6900000000000001e-06,-1.6260934820000001,0.23499897500000003,-0.179110063,147346619,1630072221,730143079
359.9853820800781,-3.027495880782299e-07,1.6900000000000001e-06,-1.626075374,0.23498547,-0.179113975,147346620,1630072221,736224948
359.9318542480469,-3.027495880782299e-07,1.6900000000000001e-06,-1.6260829680000002,0.23499724200000002,-0.17910641900000002,147346621,1630072221,742147513
359.9798583984375,-8.082960239837618e-07,8.95e-07,-1.626099082,0.23500831200000002,-0.17909665400000002,147346622,1630072221,748185174
359.92999267578125,-8.082960239837618e-07,8.95e-07,-1.626093816,0.23500842800000002,-0.179108247,147346623,1630072221,754149290
359.9706115722656,-8.082960239837618e-07,8.95e-07,-1.6260915280000001,0.23501618200000002,-0.179105184,147346624,1630072221,760190265
359.99462890625,-6.72018257693063e-07,2.302e-06,-1.6261093910000002,0.23501632500000003,-0.17912059800000002,147346625,1630072221,766202696
359.948486328125,-6.72018257693063e-07,2.302e-06,-1.626116224,0.235026052,-0.179118502,147346626,1630072221,772184582
359.98907470703125,-6.72018257693063e-07,2.302e-06,-1.6261116290000002,0.23503115700000002,-0.179126542,147346627,1630072221,778156930
359.98907470703125,-3.467100761858522e-07,-1.0300000000000001e-07,-1.626123843,0.23506519,-0.179133699,147346628,1630072221,785242403
359.9466247558594,-3.467100761858522e-07,-1.0300000000000001e-07,-1.6261245270000002,0.235073005,-0.179136538,147346629,1630072221,790160142
359.9779968261719,-3.467100761858522e-07,-1.0300000000000001e-07,-1.626114681,0.23505956700000002,-0.17913941700000002,147346630,1630072221,796231354
359.9835510253906,-3.467100761858522e-07,-1.0300000000000001e-07,-1.626117347,0.23504475400000002,-0.17914759100000002,147346631,1630072221,802147543
359.9281921386719,-8.082960239837618e-07,2.962e-06,-1.6261227260000002,0.23505682600000002,-0.17914947,147346632,1630072221,808304464
