CHI,OMEGA,X_LUT,Y_LUT,Z_LUT
10.0,95.0,0.012844094683673469,-0.11278241095918369,0.0793218992244898
10.0,105.0,0.0130864701,-0.09770901361000002,0.09758631854000001
10.0,115.0,0.01335641758,-0.07938989852,0.11332349603999999
10.0,125.0,0.013630802820000003,-0.05862044045999999,0.1257376211
10.0,135.0,0.01388490248,-0.03596199889,0.13411021368999998
10.0,145.0,0.014144306879999999,-0.012133599100000003,0.1381499359
10.0,155.0,0.01442896452,0.012411976140000001,0.13775363331999999
10.0,165.0,0.01465383762,0.03677658184000001,0.13302558412000004
10.0,175.0,0.014826733380000002,0.06003428168000001,0.12421474685
10.0,185.0,0.015037790439999999,0.0812892721,0.11165324600000001
10.0,195.0,0.015162964740000002,0.09993238079000001,0.09556361626
10.0,205.0,0.015278818127450985,0.1155099585490196,0.076090903627451
10.0,215.0,0.015296316870000002,0.12757935969,0.05412020350000001
10.0,225.0,0.01529408627,0.13576469152,0.03085167565999999
10.0,235.0,0.015306990833333336,0.13968627524509802,0.006540105745098039
10.0,245.0,0.01510995478,0.13897617983,-0.017790202340000002
10.0,255.0,0.014878983660000003,0.13397713828999996,-0.041139417910000003
10.0,265.0,0.014701944420000003,0.12486339883,-0.06333598761999998
10.0,275.0,0.0144860474,0.11226008588999997,-0.08358912708
10.0,285.0,0.014263261119999999,0.09647355936,-0.10112730973
10.0,295.0,0.014006906880000001,0.07795942534999999,-0.11541389034999999
10.0,305.0,0.01373437828,0.057123196499999994,-0.12607877492
10.0,315.0,0.013433706078431373,0.03436781691176471,-0.13311676211764706
10.0,325.0,0.013177164989999999,0.01076830793,-0.1363401478
10.0,335.0,0.012919705806122448,-0.012461749979591834,-0.1356492747040816
10.0,345.0,0.01274101183,-0.03502694471,-0.13109594393000001
10.0,355.0,0.012386088039553753,-0.06657103544726166,-0.11720301361663285
20.0,5.0,0.039580931080000006,-0.11772467754,-0.20510198764999998
20.0,15.0,0.03930730032653062,-0.15152160304081636,-0.18095719599999996
20.0,25.0,0.03916892243,-0.18097889739000003,-0.15160751696
20.0,35.0,0.03903996282,-0.2052243498,-0.11763364704999998
20.0,45.0,0.03889237153,-0.22308463719,-0.08007148395
20.0,55.0,0.038829910530612244,-0.23417487168367343,-0.040313281918367354
20.0,65.0,0.03883301982,-0.23849585090000003,0.0008944979899999996
20.0,75.0,0.03893421138,-0.23581955654,0.04257410064
20.0,85.0,0.03910777347000001,-0.22581378689999995,0.08297135917000001
20.0,95.0,0.03944938623000001,-0.2086420554,0.12099077862
20.0,105.0,0.03967027395959596,-0.18526837035353536,0.15504492863636363
20.0,115.0,0.04004032752475247,-0.15595335127722773,0.18486987251485143
20.0,125.0,0.04040266485,-0.12182760910000003,0.20925000977
20.0,135.0,0.04066902319387755,-0.08454966487755103,0.22685452829591837
20.0,145.0,0.04132589401960783,-0.044030320833333345,0.23798169252941181
