CHI,OMEGA,X_LUT,Y_LUT,Z_LUT
30.0,235.0,0.0767047893069307,0.3086534539108911,0.06923860035643564
30.0,245.0,0.07679006902,0.31728635141,0.014026535019999998
30.0,255.0,0.07674442843564357,0.3157466155940595,-0.041342069495049504
30.0,265.0,0.07669574447000001,0.30437731601,-0.09556321682
30.0,275.0,0.07654291788,0.28400284707,-0.14664576637
30.0,285.0,0.07638464499009902,0.25537507766336637,-0.19362710209900988
30.0,295.0,0.07592929829,0.21917412024999997,-0.23436406638
30.0,305.0,0.07547582516000001,0.17667436928999997,-0.26786329025
30.0,315.0,0.0750775201980198,0.128076465980198,-0.2933549333762377
30.0,325.0,0.07480251735,0.07523775158,-0.31012293832999993
30.0,335.0,0.07437093729292929,0.020861123434343435,-0.3174145815555555
30.0,345.0,0.07395676763,-0.03368395533,-0.31539068548
30.0,355.0,0.07315756013647894,-0.1114025187402334,-0.29607126371334347
40.0,5.0,0.10626443904000002,-0.13392124830000002,-0.34590743907
40.0,15.0,0.10590714262626263,-0.19189763404040405,-0.31653107589898993
40.0,25.0,0.10565968289,-0.24406127821999998,-0.27759120275000004
40.0,35.0,0.10537167788999997,-0.28949528455999995,-0.23071388420000002
40.0,45.0,0.1050952825858586,-0.32592283451515147,-0.17688306895959593
40.0,55.0,0.10483549558585858,-0.35220096780808086,-0.11764320515151515
40.0,65.0,0.10458443104000001,-0.36831241454,-0.05456519016
40.0,75.0,0.1045361625,-0.3737397323,0.010709727020000002
40.0,85.0,0.10464607614141415,-0.36814164086868695,0.07520592495959597
40.0,95.0,0.10486134286999998,-0.3511831908,0.1374025274
40.0,105.0,0.1049776181,-0.3229292207899999,0.19575414051000004
40.0,115.0,0.10517918596999999,-0.28498238565,0.2483296004
40.0,125.0,0.1054436814343434,-0.23839279611111114,0.29329831989898986
40.0,135.0,0.10577960689999999,-0.18508399579000007,0.32943153439999995
40.0,145.0,0.10617644006,-0.12583046113,0.3552481840099999
40.0,155.0,0.10653765913999999,-0.06256826873,0.3699755567400001
40.0,165.0,0.10701711902970297,0.003141607673267325,0.3736014193564356
40.0,175.0,0.10746997833000002,0.06873054679,0.36567165206999996
40.0,185.0,0.10788211414000001,0.13169689493,0.3465973637799999
40.0,195.0,0.10827537017821783,0.19072233357425744,0.3165747314752475
40.0,205.0,0.10867530295000001,0.24366795612,0.2769940565899999
40.0,215.0,0.10897802779207919,0.2888762330495049,0.2289619936534653
40.0,225.0,0.10911956523,0.32530458591000005,0.17361328444
40.0,235.0,0.10928623935643562,0.35181809954455445,0.11336945493069307
40.0,245.0,0.10945382497,0.3679554281,0.04964511461999999
40.0,255.0,0.10949573866336633,0.3723137164059406,-0.015307915396039602
40.0,265.0,0.10934500918,0.36472681209,-0.07987177329999999
40.0,275.0,0.10935281372999998,0.3461828938,-0.14211280662
40.0,285.0,0.10923201211881188,0.31759570078217825,-0.1999934005742575
40.0,295.0,0.10893578896000002,0.27928583747,-0.25159195902
40.0,305.0,0.10856690597,0.23281612592,-0.29534156257
40.0,315.0,0.1081629727,0.17901349828000002,-0.33012495712
40.0,325.0,0.10780407102970299,0.11949625557425742,-0.3552137609603961
40.0,335.0,0.10737475542424244,0.05672294950505051,-0.3695646313333334
40.0,345.0,0.10694544953,-0.007423744870000003,-0.37270676293
40.0,355.0,0.10674050855005503,-0.099521946449945,-0.3575412373850385
