,CHI,OMEGA,OMEGA_Cont,X_LUT,Y_LUT,Z_LUT
0,0.0,5.0,5.0,0.0001629224040405067,-0.001257086676767673,-0.0009733518989898338
1,0.0,15.0,15.0,0.0001668602771085519,-0.001270808843373491,-0.00149671156626499
2,0.0,25.0,25.0,0.00022566865060257065,-0.0014430347349397563,-0.0017970977590360782
3,0.0,35.0,35.0,0.00034713017857153296,-0.0017561164642857117,-0.0021997072619046928
4,0.0,45.0,45.0,0.00043186355421696236,-0.0021654987349397554,-0.002358560951807162
5,0.0,55.0,55.0,0.0005604712771085812,-0.0026376596867469845,-0.0023016641686746334
6,0.0,65.0,65.0,0.0007462787023810657,-0.0032035356547619014,-0.0020427839047618412
7,0.0,75.0,75.0,0.0009384413614459541,-0.003735492638554214,-0.0016868452530119833
8,0.0,85.0,85.0,0.0011358900843375023,-0.0041515507951807185,-0.001269506939758968
9,0.0,95.0,95.0,0.0013420882650603848,-0.004208316590361442,-0.0006179478915661946
10,0.0,105.0,105.0,0.0015402229879519565,-0.003911306337349393,0.00013858253012054875
11,0.0,115.0,115.0,0.0016935323809525,-0.00352096933333333,0.0009236089047619747
12,0.0,125.0,125.0,0.00190044066265073,-0.0031741967951807197,0.0018032977108434426
13,0.0,135.0,135.0,0.0020487311325302388,-0.0023722073614457794,0.002364142156626577
14,0.0,145.0,145.0,0.00211666971084349,-0.0014830384578313211,0.002649893108433802
15,0.0,155.0,155.0,0.0022418265542169784,-0.0005877635060240916,0.002744619783132597
16,0.0,165.0,165.0,0.0022736743373494932,0.0006333111445783163,0.00260480642168682
17,0.0,175.0,175.0,0.002296035345238193,0.0015954090357142886,0.0021948090595238752
18,0.0,185.0,185.0,0.002291738891566406,0.0023921690240963894,0.0016327239759036797
19,0.0,195.0,195.0,0.002296372698795294,0.0027667424096385566,0.0009378030361446469
20,0.0,205.0,205.0,0.0022818898795181793,0.002793789578313258,0.00011537081927717506
21,0.0,215.0,215.0,0.002200777506024199,0.002682436180722898,-0.0009308551566264376
22,0.0,225.0,225.0,0.0021008982500001125,0.002346442404761909,-0.001894810904761839
23,0.0,235.0,235.0,0.001950509511904923,0.0017982078333333372,-0.0024737154285713616
24,0.0,245.0,245.0,0.0018214739759037492,0.0009431514698795224,-0.002814243951807164
25,0.0,255.0,255.0,0.0016280664337350943,2.3865783132565245e-06,-0.003028105686746923
26,0.0,265.0,265.0,0.001437995927710993,-0.000805555240963852,-0.0030369104578312606
27,0.0,275.0,275.0,0.0012614086746989218,-0.0013754227349397545,-0.0028654577951806553
28,0.0,285.0,285.0,0.0010661404880954065,-0.0017929000238095206,-0.0024860287023808886
29,0.0,295.0,295.0,0.0008998902926830872,-0.0022182928536585347,-0.0020152060731706643
30,0.0,305.0,305.0,0.00071759539285727,-0.002422811523809521,-0.0014000420357142102
31,0.0,315.0,315.0,0.0006652794096387123,-0.0024185518072289127,-0.0008399115783131869
32,0.0,325.0,325.0,0.0005763659277109526,-0.0022334314096385493,-0.0005472826746987263
33,0.0,335.0,335.0,0.0005286844819278479,-0.0018589978915662633,-0.0004414423373493266
34,0.0,345.0,345.0,0.0005057731309525164,-0.0014863685595238058,-0.0004470888571428001
35,0.0,355.0,355.0,0.0004055690819368057,-0.0012376443119180602,-0.0005342305968341973
36,10.0,5.0,365.0,-0.009487110459999863,0.04162697591,-0.02236847849999993
37,10.0,15.0,375.0,-0.009467336309523641,0.03702943578571429,-0.030506747285714224
38,10.0,25.0,385.0,-0.009366459341463237,0.03106599021951219,-0.03707722406097555
39,10.0,35.0,395.0,-0.009263459879517976,0.02417163121686747,-0.04254626668674692
40,10.0,45.0,405.0,-0.009093737202380783,0.016309974880952385,-0.04672193460714279
41,10.0,55.0,415.0,-0.008976201445782983,0.0077679578192771164,-0.049104761746987885
42,10.0,65.0,425.0,-0.008800494566264947,-0.0010705821204819233,-0.04981344616867463
43,10.0,75.0,435.0,-0.008551897433734783,-0.010300317759036141,-0.049149746614457784
44,10.0,85.0,445.0,-0.008347000845237932,-0.019082306404761898,-0.04687050198809517
45,10.0,95.0,455.0,-0.008155105120481768,-0.026912579144578314,-0.043036485072289084
46,10.0,105.0,465.0,-0.007998019749999908,-0.03386125252380952,-0.037721994857142796
47,10.0,115.0,475.0,-0.007775952891566158,-0.0396305991566265,-0.03115071951807222
48,10.0,125.0,485.0,-0.007569537301204721,-0.0439684434819277,-0.023673032554216798
49,10.0,135.0,495.0,-0.007441103512194993,-0.047165432841463406,-0.01561112678048774
50,10.0,145.0,505.0,-0.0073430497058822285,-0.049037896282352944,-0.006938359235294052
51,10.0,155.0,515.0,-0.0072475706867468695,-0.049182542867469876,0.0016118355421687474
52,10.0,165.0,525.0,-0.007181603493975759,-0.047646014409638546,0.010156217795180788
53,10.0,175.0,535.0,-0.007229338773809417,-0.044490622869047605,0.01793648728571436
54,10.0,185.0,545.0,-0.007220099120481784,-0.04048781975903614,0.02505501207228922
55,10.0,195.0,555.0,-0.007224620469879405,-0.035431890650602406,0.031478511650602475
56,10.0,205.0,565.0,-0.007307351749999842,-0.029435531440476188,0.03684717579761912
57,10.0,215.0,575.0,-0.007428351369047494,-0.022627212869047616,0.040675392416666734
58,10.0,225.0,585.0,-0.00749675608536577,-0.015284831109756095,0.043674453670731785
59,10.0,235.0,595.0,-0.007684733071428463,-0.007798127559523807,0.045323136690476266
60,10.0,245.0,605.0,-0.007796652795180567,-0.0002475796385542136,0.045916143156626586
61,10.0,255.0,615.0,-0.008045357180722754,0.007229579578313256,0.04528678404819284
62,10.0,265.0,625.0,-0.008277830119047511,0.01477999567857143,0.04321904470238101
63,10.0,275.0,635.0,-0.00851911267857131,0.021868904261904767,0.0400310120238096
64,10.0,285.0,645.0,-0.00870272506097548,0.02843359956097561,0.035785922036585434
65,10.0,295.0,655.0,-0.008837294273809373,0.033963430714285724,0.030456976785714362
66,10.0,305.0,665.0,-0.00898141972289141,0.03874308022891566,0.024175516277108507
67,10.0,315.0,675.0,-0.009180771559523676,0.04256681375000001,0.016969092297619122
68,10.0,325.0,685.0,-0.009279939409638461,0.045033941506024106,0.009143506277108499
69,10.0,335.0,695.0,-0.009351448554216749,0.046121707216867466,0.0011285080602410284
70,10.0,345.0,705.0,-0.009399535144578157,0.04601646781927711,-0.007139175277108368
71,10.0,355.0,715.0,-0.00954355171131626,0.04324632047344111,-0.019188258765203938
72,20.0,5.0,725.0,-0.02440253719565201,0.10280387409782608,-0.04802526745652167
73,20.0,15.0,735.0,-0.02444228728915651,0.09281684975903613,-0.06632139209638548
74,20.0,25.0,745.0,-0.024331380988095105,0.07987325208333333,-0.08163179742857138
75,20.0,35.0,755.0,-0.024208327253011933,0.06451985179518073,-0.09486998489156621
76,20.0,45.0,765.0,-0.02405572825301194,0.047081074301204826,-0.10500642836144572
77,20.0,55.0,775.0,-0.02384878380952369,0.027887868333333333,-0.11194146458333326
78,20.0,65.0,785.0,-0.023663331865853513,0.007873314109756101,-0.11528466210975603
79,20.0,75.0,795.0,-0.0234611666024095,-0.012628970710843372,-0.11506520291566259
80,20.0,85.0,805.0,-0.02324008707142841,-0.03290925803571428,-0.11139705790476186
81,20.0,95.0,815.0,-0.02303668766666655,-0.05217499622619047,-0.10407262599999995
82,20.0,105.0,825.0,-0.022848102638554028,-0.06937848271084336,-0.09347200145783126
83,20.0,115.0,835.0,-0.022697393879517976,-0.08405461301204818,-0.08014837666265053
84,20.0,125.0,845.0,-0.022467063192770937,-0.09660933559036146,-0.0641782652289156
85,20.0,135.0,855.0,-0.022286157590361306,-0.10603196139759033,-0.046279563024096325
86,20.0,145.0,865.0,-0.022165527595237954,-0.11208131963095237,-0.026939935202380885
87,20.0,155.0,875.0,-0.022087424024096254,-0.11487980053012048,-0.007066895734939694
88,20.0,165.0,885.0,-0.02200676717073156,-0.11372848413414632,0.01276843656097568
89,20.0,175.0,895.0,-0.021996250452380843,-0.10930544978571428,0.03210947430952388
90,20.0,185.0,905.0,-0.021999593445783026,-0.10176576245783132,0.05036988087951814
91,20.0,195.0,915.0,-0.022101315226190348,-0.09146517771428571,0.06708966465476199
92,20.0,205.0,925.0,-0.022171589132530013,-0.0784106921325301,0.08156439137349407
93,20.0,215.0,935.0,-0.02229917416666655,-0.06302547098809524,0.0935365926785715
94,20.0,225.0,945.0,-0.022440000349397436,-0.045753101951807235,0.1026946641445784
95,20.0,235.0,955.0,-0.022611635144578212,-0.0273260856626506,0.10892705139759044
96,20.0,245.0,965.0,-0.022795794369047488,-0.007991559773809522,0.11217323734523818
97,20.0,255.0,975.0,-0.023002746804877926,0.011134383390243906,0.1119497316707318
98,20.0,265.0,985.0,-0.023275338261904636,0.02969504136904762,0.10825155597619056
99,20.0,275.0,995.0,-0.0235189412380951,0.04775759904761906,0.10153864844047626
100,20.0,285.0,1005.0,-0.0236870766385541,0.06450598195180722,0.09169009295180731
101,20.0,295.0,1015.0,-0.02387187209638541,0.07953726824096387,0.07910417569879524
102,20.0,305.0,1025.0,-0.02403492165060229,0.09213416290361447,0.06424743403614465
103,20.0,315.0,1035.0,-0.024234283686746867,0.10168949927710844,0.047393587349397664
104,20.0,325.0,1045.0,-0.024359238097560864,0.10843439699999999,0.029006533109756174
105,20.0,335.0,1055.0,-0.024500141373493812,0.11209114914457831,0.009705134915662723
106,20.0,345.0,1065.0,-0.024516580940476082,0.11238668260714288,-0.010253923702380888
107,20.0,355.0,1075.0,-0.024569083938603097,0.10693307402839602,-0.03904331171143508
108,30.0,5.0,1085.0,-0.05116405215929189,0.18123252141592922,-0.07864736341592915
109,30.0,15.0,1095.0,-0.05103987545783119,0.16241901087951804,-0.11266263893975897
110,30.0,25.0,1105.0,-0.050931157253011936,0.14038729922891566,-0.13952293927710835
111,30.0,35.0,1115.0,-0.050771469759036056,0.11403650690361446,-0.16225156951807224
112,30.0,45.0,1125.0,-0.0505913215421686,0.0840258171927711,-0.18004423450602403
113,30.0,55.0,1135.0,-0.050348627476190344,0.05111589248809524,-0.19208589724999997
114,30.0,65.0,1145.0,-0.05007705034939747,0.01670732414457832,-0.19819786685542168
115,30.0,75.0,1155.0,-0.0498998755180722,-0.018148208674698796,-0.19838107396385543
116,30.0,85.0,1165.0,-0.04962895138095228,-0.0528417802738095,-0.19233536533333329
117,30.0,95.0,1175.0,-0.04932721989156613,-0.0858016914939759,-0.18025303454216862
118,30.0,105.0,1185.0,-0.04916154197619035,-0.11563657066666663,-0.1628257828571428
119,30.0,115.0,1195.0,-0.049049106024390124,-0.141528694402439,-0.14061736582926823
120,30.0,125.0,1205.0,-0.04880373073809511,-0.16359592285714283,-0.1137433490119047
121,30.0,135.0,1215.0,-0.04859648375903599,-0.18076003263855422,-0.0832559157469879
