CHI,OMEGA,OMEGA_Cont,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
-1.1301684358165209e-05,359.9945983886719,359.9945983886719,3.907047346,0.22168400400000002,0.6884547390000001,330876265,1631188869,141611161
-1.1301684358165209e-05,359.97247314453125,359.97247314453125,3.9070548260000004,0.221706425,0.6884409920000001,330876266,1631188869,147629651
-1.1301684358165209e-05,359.9669189453125,359.9669189453125,3.9070438320000003,0.221704284,0.688437414,330876267,1631188869,153767286
1.0639033091888319e-05,359.9429626464844,359.9429626464844,3.9070487750000003,0.221710928,0.688420519,330876268,1631188869,159591154
1.0639033091888319e-05,359.9613952636719,359.9613952636719,3.9070400660000004,0.22172232300000003,0.688434478,330876269,1631188869,165668973
1.0639033091888319e-05,359.9853820800781,359.9853820800781,3.9070495650000003,0.221733073,0.6884348960000001,330876270,1631188869,171636717
1.3039279118971524e-05,359.9540100097656,359.9540100097656,3.9070239300000003,0.22177106800000002,0.688419279,330876271,1631188869,177577915
1.3039279118971524e-05,359.9392395019531,359.9392395019531,3.907028307,0.22177412500000002,0.688422634,330876272,1631188869,183721576
1.3039279118971524e-05,359.9798583984375,359.9798583984375,3.9070284940000004,0.221784207,0.688419353,330876273,1631188869,189597634
1.3039279118971524e-05,359.9761657714844,359.9761657714844,3.907026817,0.22177275000000002,0.6884193000000001,330876274,1631188869,195664934
-3.7492580009520074e-06,0.00015014481323305517,0.00015014481323305517,3.907046191,0.221767243,0.6884157470000001,330876275,1631188869,201660505
-3.7492580009520074e-06,359.9355773925781,359.9355773925781,3.9070495320000003,0.22177289100000003,0.6884106600000001,330876276,1631188869,207707582
-3.7492580009520074e-06,359.9540100097656,359.9540100097656,3.9070441670000005,0.22179643200000002,0.688409895,330876277,1631188869,213587896
-7.850779164660912e-06,359.98907470703125,359.98907470703125,3.907029987,0.221791926,0.6884095950000001,330876278,1631188869,219638288
-7.850779164660912e-06,359.965087890625,359.965087890625,3.907029796,0.22180590100000003,0.6884041430000001,330876279,1631188869,225709058
-7.850779164660912e-06,359.94476318359375,359.94476318359375,3.9070189620000004,0.221805676,0.688407734,330876280,1631188869,231610529
5.236281066333207e-06,359.97247314453125,359.97247314453125,3.907020897,0.221802941,0.688421005,330876281,1631188869,237595399
5.236281066333207e-06,359.9429626464844,359.9429626464844,3.907037197,0.221797348,0.688429539,330876282,1631188869,243726056
5.236281066333207e-06,359.92449951171875,359.92449951171875,3.9070394750000004,0.221796666,0.688422105,330876283,1631188869,249669771
5.236281066333207e-06,359.9374084472656,359.9374084472656,3.907040347,0.221792229,0.688442301,330876284,1631188869,255581012
1.2788703961702513e-05,359.9853820800781,359.9853820800781,3.9070611960000003,0.221761974,0.6884510570000001,330876285,1631188869,261596482
1.2788703961702513e-05,359.9466247558594,359.9466247558594,3.907064375,0.221747607,0.688445347,330876286,1631188869,267589839
1.2788703961702513e-05,359.9374084472656,359.9374084472656,3.90703141,0.22176168200000002,0.688437103,330876287,1631188869,273707622
-1.2862284874715936e-05,359.96136474609375,359.96136474609375,3.907016172,0.22176107,0.68844603,330876288,1631188869,279643518
-1.2862284874715936e-05,359.9281921386719,359.9281921386719,3.9070307220000005,0.22173719800000002,0.688433826,330876289,1631188869,285713662
-1.2862284874715936e-05,359.92083740234375,359.92083740234375,3.9070393,0.22172960000000003,0.6884259420000001,330876290,1631188869,291626130
-1.2717215071663888e-05,359.9447937011719,359.9447937011719,3.9070158870000005,0.22176046100000002,0.688425543,330876291,1631188869,297689688
-1.2717215071663888e-05,359.9779968261719,359.9779968261719,3.906992955,0.221752096,0.688430502,330876292,1631188869,303792799
-1.2717215071663888e-05,359.91900634765625,359.91900634765625,3.9070065400000002,0.221748304,0.688425982,330876293,1631188869,309705903
-1.2717215071663888e-05,359.9484558105469,359.9484558105469,3.9070013980000002,0.22175641000000001,0.688424916,330876294,1631188869,315621896
3.1393624433168168e-06,359.9281921386719,359.9281921386719,3.906992063,0.221769133,0.688428496,330876295,1631188869,321672585
3.1393624433168168e-06,359.9503173828125,359.9503173828125,3.9069925980000004,0.221760227,0.68841171,330876296,1631188869,327673062
3.1393624433168168e-06,359.97247314453125,359.97247314453125,3.906986616,0.22177009,0.688413699,330876297,1631188869,333680325
6.5287214302951815e-06,359.91522216796875,359.91522216796875,3.906999846,0.221754951,0.688401986,330876298,1631188869,339614456
6.5287214302951815e-06,359.94476318359375,359.94476318359375,3.9070180540000004,0.221734021,0.688390968,330876299,1631188869,345674503
6.5287214302951815e-06,359.9909362792969,359.9909362792969,3.9070377410000003,0.22171290400000002,0.688378555,330876300,1631188869,351597766
-7.103449404273092e-06,359.9595642089844,359.9595642089844,3.907037174,0.22171747700000002,0.688378355,330876301,1631188869,357587703
-7.103449404273092e-06,359.9761657714844,359.9761657714844,3.9070475210000004,0.22172461200000002,0.6883750620000001,330876302,1631188869,363720394
-7.103449404273092e-06,359.9281311035156,359.9281311035156,3.9070483480000004,0.221716865,0.688378915,330876303,1631188869,369729239
-7.103449404273092e-06,359.9798583984375,359.9798583984375,3.9070281930000004,0.221709656,0.688373184,330876304,1631188869,375595910
-1.2523788477830104e-05,359.9226379394531,359.9226379394531,3.9070160560000002,0.221715036,0.6883711220000001,330876305,1631188869,381729695
-1.2523788477830104e-05,359.9503173828125,359.9503173828125,3.907038834,0.22170693100000002,0.68836622,330876306,1631188869,387739866
-1.2523788477830104e-05,359.965087890625,359.965087890625,3.9070356200000003,0.221710911,0.6883530880000001,330876307,1631188869,393642396
3.7723944178214196e-06,359.9576721191406,359.9576721191406,3.907039376,0.22172206900000002,0.6883618810000001,330876308,1631188869,399668848
3.7723944178214196e-06,359.981689453125,359.981689453125,3.9070519210000003,0.221718355,0.688354812,330876309,1631188869,405741949
3.7723944178214196e-06,359.981689453125,359.981689453125,3.907055643,0.221711858,0.688364802,330876310,1631188869,411605093
8.783897798756729e-06,359.9761657714844,359.9761657714844,3.9070431140000004,0.22172703700000002,0.6883909690000001,330876311,1631188869,417593126
8.783897798756729e-06,359.9521789550781,359.9521789550781,3.907048613,0.22170703500000002,0.6884028360000001,330876312,1631188869,423784644
8.783897798756729e-06,359.9687805175781,359.9687805175781,3.9070614710000005,0.221674574,0.688404585,330876313,1631188869,429734681
8.783897798756729e-06,359.9669189453125,359.9669189453125,3.9070560000000003,0.22169200500000003,0.6884111980000001,330876314,1631188869,435626865
-1.7578442766447352e-06,359.9429626464844,359.9429626464844,3.9070655930000004,0.221706476,0.6884221100000001,330876315,1631188869,441650137
-1.7578442766447352e-06,359.981689453125,359.981689453125,3.9070705090000004,0.22167987700000003,0.6884269460000001,330876316,1631188869,447728581
-1.7578442766447352e-06,359.981689453125,359.981689453125,3.907064875,0.22166724000000002,0.688411411,330876317,1631188869,453763269
-1.1270911889486248e-05,359.9743347167969,359.9743347167969,3.9070610020000003,0.22166812800000002,0.688411396,330876318,1631188869,459654930
-1.1270911889486248e-05,359.931884765625,359.931884765625,3.907061788,0.22166474100000003,0.688407101,330876319,1631188869,465695440
-1.1270911889486248e-05,359.9503479003906,359.9503479003906,3.907059921,0.22167439500000002,0.688398462,330876320,1631188869,471614342
5.473668016608667e-06,359.94293212890625,359.94293212890625,3.9070411770000004,0.221677368,0.6884176710000001,330876321,1631188869,477627696
5.473668016608667e-06,359.981689453125,359.981689453125,3.907035603,0.22166463500000003,0.688419752,330876322,1631188869,483741350
5.473668016608667e-06,359.97064208984375,359.97064208984375,3.907044303,0.22168389700000002,0.6884163670000001,330876323,1631188869,489714167
5.473668016608667e-06,359.92633056640625,359.92633056640625,3.9070252140000004,0.221693406,0.6884153500000001,330876324,1631188869,495608916
1.012909074138401e-05,359.98724365234375,359.98724365234375,3.9070207920000004,0.22168859500000002,0.6884029220000001,330876325,1631188869,501658249
1.012909074138401e-05,359.9743347167969,359.9743347167969,3.9070101360000002,0.221695365,0.688376227,330876326,1631188869,507625608
1.012909074138401e-05,359.9503173828125,359.9503173828125,3.907003227,0.22169011000000002,0.6883552970000001,330876327,1631188869,513682601
-3.5558314095044266e-06,359.95953369140625,359.95953369140625,3.906996384,0.22169703400000002,0.6883609110000001,330876328,1631188869,519659768
-3.5558314095044266e-06,359.9392395019531,359.9392395019531,3.907014132,0.22168041000000002,0.6883716820000001,330876329,1631188869,525683302
-3.5558314095044266e-06,359.9779968261719,359.9779968261719,3.907005449,0.221680115,0.6883669440000001,330876330,1631188869,531621192
-9.275101779360183e-06,359.94293212890625,359.94293212890625,3.9069911810000004,0.221678851,0.688359314,330876331,1631188869,537594159
-9.275101779360183e-06,359.9318542480469,359.9318542480469,3.907000394,0.221668832,0.688359326,330876332,1631188869,543755238
-9.275101779360183e-06,359.9927673339844,359.9927673339844,3.9070403060000003,0.22167175,0.6883515330000001,330876333,1631188869,549666756
-9.275101779360183e-06,359.97430419921875,359.97430419921875,3.907050136,0.221680641,0.688363862,330876334,1631188869,555583497
6.497949025639508e-06,359.9687805175781,359.9687805175781,3.907022877,0.221693092,0.6883713130000001,330876335,1631188869,566131811
6.497949025639508e-06,359.92083740234375,359.92083740234375,3.9070393360000004,0.221697055,0.688352497,330876336,1631188869,571674334
1.4336115201434063e-05,359.9337158203125,359.9337158203125,3.9070430450000004,0.221718249,0.6883521140000001,330876337,1631188869,577611939
1.4336115201434063e-05,359.9484558105469,359.9484558105469,3.9070417760000002,0.22172269200000003,0.688358699,330876338,1631188869,583861658
1.4336115201434063e-05,359.9927673339844,359.9927673339844,3.90701709,0.221714658,0.688368182,330876339,1631188869,589716424
1.4336115201434063e-05,359.97430419921875,359.97430419921875,3.907008547,0.22171074600000001,0.68838138,330876340,1631188869,595746846
-5.441739903258713e-06,359.9558410644531,359.9558410644531,3.9070079320000004,0.221716714,0.688390146,330876341,1631188869,601648126
-5.441739903258713e-06,359.94293212890625,359.94293212890625,3.907009179,0.221729172,0.6883748550000001,330876342,1631188869,607654496
-5.441739903258713e-06,359.9429626464844,359.9429626464844,3.907037061,0.22173473000000002,0.688372557,330876343,1631188869,613764823
-4.448231030887919e-06,359.98724365234375,359.98724365234375,3.907032859,0.22172375300000002,0.6883880960000001,330876344,1631188869,619604704
-4.448231030887919e-06,359.9392395019531,359.9392395019531,3.907036343,0.221732689,0.6883940390000001,330876345,1631188869,625671848
-4.448231030887919e-06,359.9724426269531,359.9724426269531,3.907019344,0.22173582600000002,0.688393154,330876346,1631188869,631638107
1.547990185600536e-06,359.9337158203125,359.9337158203125,3.9070181820000003,0.22175118300000002,0.688401601,330876347,1631188869,637586623
1.547990185600536e-06,359.9521789550781,359.9521789550781,3.9070251870000003,0.221746941,0.688382484,330876348,1631188869,643747324
1.547990185600536e-06,359.9576721191406,359.9576721191406,3.9070174160000004,0.22174991400000002,0.68837364,330876349,1631188869,649634251
1.547990185600536e-06,359.9632568359375,359.9632568359375,3.9070020920000004,0.22176435000000003,0.6883665050000001,330876350,1631188869,655666616
1.2485376156279688e-05,359.9521484375,359.9521484375,3.9069951520000004,0.221771201,0.688360575,330876351,1631188869,661637523
1.2485376156279688e-05,359.9798583984375,359.9798583984375,3.906970835,0.22179120400000002,0.688352984,330876352,1631188869,667657004
1.2485376156279688e-05,359.9521484375,359.9521484375,3.906961089,0.22180284600000003,0.688351672,330876353,1631188869,673651657
-4.6988061941846685e-06,359.98907470703125,359.98907470703125,3.906957604,0.22179093800000002,0.6883658020000001,330876354,1631188869,679596350
-4.6988061941846685e-06,359.95770263671875,359.95770263671875,3.9069621660000005,0.221795508,0.688363118,330876355,1631188869,685597706
-4.6988061941846685e-06,359.97802734375,359.97802734375,3.906980583,0.221796972,0.688346671,330876356,1631188869,691636382
-1.2132539241434745e-05,359.94110107421875,359.94110107421875,3.9069840210000004,0.221788598,0.688358955,330876357,1631188869,697598492
-1.2132539241434745e-05,359.9835510253906,359.9835510253906,3.9069951360000004,0.22178217300000003,0.6883557210000001,330876358,1631188869,703688969
-1.2132539241434745e-05,359.9244384765625,359.9244384765625,3.907006264,0.221788647,0.6883598590000001,330876359,1631188869,709666423
-1.2132539241434745e-05,359.9853820800781,359.9853820800781,3.9070103350000003,0.22177523500000001,0.6883570750000001,330876360,1631188869,715616290
8.8894031586948e-06,359.9263610839844,359.9263610839844,3.9070209350000003,0.22177395300000002,0.688364768,330876361,1631188869,721701238
8.8894031586948e-06,359.95953369140625,359.95953369140625,3.9070300430000002,0.221777138,0.6883622960000001,330876362,1631188869,727718407
8.8894031586948e-06,359.95770263671875,359.95770263671875,3.9070239780000002,0.221786595,0.688371641,330876363,1631188869,733791160
6.440800328363908e-06,359.98907470703125,359.98907470703125,3.907020596,0.22177803100000001,0.688361439,330876364,1631188869,739599411
6.440800328363908e-06,359.97430419921875,359.97430419921875,3.9070302380000004,0.221757794,0.688376092,330876365,1631188869,745647539
6.440800328363908e-06,359.9429016113281,359.9429016113281,3.907039681,0.22174528100000002,0.688372659,330876366,1631188869,751664763
-9.314666345684843e-06,359.9761657714844,359.9761657714844,3.907036478,0.221763977,0.6883710670000001,330876367,1631188869,757591795
-9.314666345684843e-06,359.9208068847656,359.9208068847656,3.9070013770000003,0.22177227200000002,0.688376414,330876368,1631188869,763805575
-9.314666345684843e-06,359.9300842285156,359.9300842285156,3.9069911630000003,0.221775991,0.6883675880000001,330876369,1631188869,769653579
-9.314666345684843e-06,359.9632568359375,359.9632568359375,3.90700358,0.22179466900000003,0.688364995,330876370,1631188869,775588161
-7.85077922793071e-06,359.9319152832031,359.9319152832031,3.9069990980000004,0.22180914100000002,0.68837767,330876371,1631188869,781648619
-7.85077922793071e-06,359.9669189453125,359.9669189453125,3.907012598,0.22180516900000002,0.68838939,330876372,1631188869,787877495
-7.85077922793071e-06,359.9779968261719,359.9779968261719,3.907043234,0.221802193,0.688392266,330876373,1631188869,793699726
9.689485170528715e-06,359.9134521484375,359.9134521484375,3.9070387060000002,0.22180055,0.688401876,330876374,1631188869,799568544
9.689485170528715e-06,359.9779968261719,359.9779968261719,3.9070468210000002,0.221797504,0.6883957300000001,330876375,1631188869,805649522
9.689485170528715e-06,359.9503173828125,359.9503173828125,3.907070742,0.22178161200000002,0.6884057370000001,330876376,1631188869,811633096
9.781802447356301e-06,359.9318542480469,359.9318542480469,3.907075582,0.22177264000000002,0.688398414,330876377,1631188869,817604048
9.781802447356301e-06,359.9687805175781,359.9687805175781,3.907071729,0.22175987900000002,0.6883927670000001,330876378,1631188869,823754996
9.781802447356301e-06,359.9853820800781,359.9853820800781,3.907077407,0.221742814,0.6883943730000001,330876379,1631188869,829649220
9.781802447356301e-06,359.9263000488281,359.9263000488281,3.907068418,0.22175165900000002,0.6883894770000001,330876380,1631188869,835629744
-1.0840098277164779e-05,359.9798583984375,359.9798583984375,3.907072911,0.221748419,0.688392101,330876381,1631188869,841756474
-1.0840098277164779e-05,359.9761657714844,359.9761657714844,3.9070617820000004,0.22174796900000002,0.688404993,330876382,1631188869,847657568
-1.0840098277164779e-05,359.9300231933594,359.9300231933594,3.9070359860000003,0.22174780800000002,0.6884060780000001,330876383,1631188869,853629848
-1.1600616251300555e-05,359.9779968261719,359.9779968261719,3.907026955,0.22177075000000002,0.688410213,330876384,1631188869,859612958
-1.1600616251300555e-05,359.9447937011719,359.9447937011719,3.907044162,0.221778456,0.688419851,330876385,1631188869,865584173
-1.1600616251300555e-05,359.94293212890625,359.94293212890625,3.9070632830000003,0.221788972,0.688441878,330876386,1631188869,871582166
6.999099344427824e-06,359.9779968261719,359.9779968261719,3.907065316,0.22180485400000002,0.68847256,330876387,1631188869,877578807
6.999099344427824e-06,359.9779968261719,359.9779968261719,3.907058671,0.221787074,0.6884725,330876388,1631188869,883680543
6.999099344427824e-06,359.9170837402344,359.9170837402344,3.9070512710000003,0.22176542700000001,0.688487787,330876389,1631188869,889629252
6.999099344427824e-06,359.92633056640625,359.92633056640625,3.9070356480000004,0.22178103200000002,0.6884673560000001,330876390,1631188869,895576150
2.796470068202262e-06,359.96142578125,359.96142578125,3.9070208920000002,0.22178530000000002,0.6884668540000001,330876391,1631188869,901694011
2.796470068202262e-06,359.92633056640625,359.92633056640625,3.9070178500000003,0.22178550900000002,0.6884621350000001,330876392,1631188869,907729937
2.796470068202262e-06,359.97247314453125,359.97247314453125,3.907024127,0.221783572,0.688422922,330876393,1631188869,913793221
-1.3121652328498614e-05,359.9613952636719,359.9613952636719,3.9070288430000004,0.221784543,0.688435389,330876394,1631188869,919553207
-1.3121652328498614e-05,359.9300231933594,359.9300231933594,3.907022002,0.22179093700000002,0.6884252630000001,330876395,1631188869,925620085
-1.3121652328498614e-05,359.9115295410156,359.9115295410156,3.907033664,0.22178465900000002,0.688426934,330876396,1631188869,931602274
-3.2085429825653836e-06,359.9392395019531,359.9392395019531,3.907029956,0.221783644,0.688417591,330876397,1631188869,937575407
-3.2085429825653836e-06,359.931884765625,359.931884765625,3.907000812,0.22179926600000002,0.688413748,330876398,1631188869,943635682
-3.2085429825653836e-06,359.9817199707031,359.9817199707031,3.9070081560000003,0.22181103000000002,0.6884403410000001,330876399,1631188869,949660686
-3.2085429825653836e-06,359.93927001953125,359.93927001953125,3.90701549,0.22180642,0.688448688,330876400,1631188869,955575790
1.046319082573957e-05,359.95587158203125,359.95587158203125,3.9070111150000004,0.22182205800000002,0.6884452940000001,330876401,1631188869,961652554
1.046319082573957e-05,359.97247314453125,359.97247314453125,3.907010328,0.221843692,0.6884540490000001,330876402,1631188869,967700555
1.046319082573957e-05,359.9761657714844,359.9761657714844,3.9070250100000004,0.221828986,0.6884589080000001,330876403,1631188869,973625803
6.9155742913204355e-06,359.9226379394531,359.9226379394531,3.9070386960000003,0.22181540500000002,0.6884589130000001,330876404,1631188869,979614805
6.9155742913204355e-06,359.9853820800781,359.9853820800781,3.9070473430000003,0.22181747500000001,0.6884586930000001,330876405,1631188869,985708104
6.9155742913204355e-06,359.9207763671875,359.9207763671875,3.9070636550000004,0.22182729,0.6884408000000001,330876406,1631188869,991603071
-1.1068693261555582e-05,359.9466247558594,359.9466247558594,3.90706347,0.22184241600000001,0.688457863,330876407,1631188869,997736130
-1.1068693261555582e-05,359.9798583984375,359.9798583984375,3.9070656620000004,0.221837099,0.688468111,330876408,1631188870,3718556
-1.1068693261555582e-05,359.93182373046875,359.93182373046875,3.9070522820000004,0.22183053800000002,0.6884601850000001,330876409,1631188870,9685200
-1.1068693261555582e-05,359.92999267578125,359.92999267578125,3.907042161,0.221835511,0.6884382680000001,330876410,1631188870,15604236
-1.145994243410857e-05,359.9798583984375,359.9798583984375,3.907045344,0.22184578800000002,0.68844307,330876411,1631188870,21709604
-1.145994243410857e-05,359.9835510253906,359.9835510253906,3.907042488,0.22185341,0.688427042,330876412,1631188870,27681557
-1.145994243410857e-05,359.9798583984375,359.9798583984375,3.9070224220000003,0.221865949,0.6884268480000001,330876413,1631188870,33687016
8.572887205374227e-06,359.9927673339844,359.9927673339844,3.907009924,0.221862108,0.6884147500000001,330876414,1631188870,39571665
8.572887205374227e-06,359.981689453125,359.981689453125,3.9070095040000004,0.22185095000000002,0.6884140950000001,330876415,1631188870,45576602
8.572887205374227e-06,359.91162109375,359.91162109375,3.9070178190000004,0.22185684300000003,0.688406069,330876416,1631188870,51595156
-3.5550223707749387e-07,359.9706115722656,359.9706115722656,3.9070102560000004,0.221860611,0.688404472,330876417,1631188870,57560892
-3.5550223707749387e-07,359.948486328125,359.948486328125,3.907011176,0.221854094,0.688407855,330876418,1631188870,63753951
-3.5550223707749387e-07,359.92083740234375,359.92083740234375,3.9070242920000005,0.22186587700000002,0.688406199,330876419,1631188870,69683391
-3.5550223707749387e-07,359.9669189453125,359.9669189453125,3.907023981,0.22188473900000003,0.688398489,330876420,1631188870,75701476
-1.3429376383432137e-05,359.9300537109375,359.9300537109375,3.9070217620000003,0.22189292300000002,0.6884017100000001,330876421,1631188870,81667970
-1.3429376383432137e-05,359.9761657714844,359.9761657714844,3.9070420680000004,0.221899596,0.688404627,330876422,1631188870,87677753
-1.3429376383432137e-05,359.98724365234375,359.98724365234375,3.907052181,0.22189908300000002,0.688404521,330876423,1631188870,93885924
-7.288083835689035e-06,359.92449951171875,359.92449951171875,3.9070382410000004,0.22190519700000003,0.688405322,330876424,1631188870,99688482
-7.288083835689035e-06,359.9429626464844,359.9429626464844,3.9070301560000003,0.221912612,0.6884102950000001,330876425,1631188870,105644927
-7.288083835689035e-06,359.9171142578125,359.9171142578125,3.907033198,0.22191190500000002,0.6884007240000001,330876426,1631188870,111609402
8.16845008692372e-06,359.9374084472656,359.9374084472656,3.9070290620000003,0.221913468,0.688388561,330876427,1631188870,117642477
