CHI,OMEGA,OMEGA_Cont,DMS_X,DMS_Y,DMS_Z,DMS_Seq,DMS_Secs,DMS_Nsecs
-1.028179899475e-05,359.9945983886719,359.9945983886719,3.9059486760000004,0.22151146300000002,0.6883193360000001,345360953,1631275846,377296106
-1.028179899475e-05,359.948486328125,359.948486328125,3.9059526800000004,0.221508212,0.6883147500000001,345360954,1631275846,383360391
-1.028179899475e-05,359.9429626464844,359.9429626464844,3.9059699470000004,0.221502888,0.688323906,345360955,1631275846,389351029
-1.028179899475e-05,359.9743347167969,359.9743347167969,3.9059765840000003,0.22151709200000003,0.6883101,345360956,1631275846,395350136
-2.606283154494918e-06,359.981689453125,359.981689453125,3.9059783630000005,0.221518225,0.688294331,345360957,1631275846,401343619
-2.606283154494918e-06,359.9651184082031,359.9651184082031,3.905958703,0.221528521,0.6882866590000001,345360958,1631275846,407326455
-2.606283154494918e-06,359.9374084472656,359.9374084472656,3.905974533,0.221528265,0.688295929,345360959,1631275846,413345791
1.023459603785707e-05,359.965087890625,359.965087890625,3.905986109,0.221520926,0.6882880370000001,345360960,1631275846,419295725
1.023459603785707e-05,359.92822265625,359.92822265625,3.9059919040000004,0.221533056,0.6882896430000001,345360961,1631275846,425369286
1.023459603785707e-05,359.92266845703125,359.92266845703125,3.905980918,0.22155741,0.6883104990000001,345360962,1631275846,431305272
1.023459603785707e-05,359.92083740234375,359.92083740234375,3.9059930890000003,0.22156143900000003,0.688323671,345360963,1631275846,437298780
8.801482057049047e-06,359.99462890625,359.99462890625,3.906007284,0.22155200200000003,0.6883221110000001,345360964,1631275846,443373178
8.801482057049047e-06,359.998291015625,359.998291015625,3.90601665,0.22155572,0.688325214,345360965,1631275846,449301686
8.801482057049047e-06,359.92449951171875,359.92449951171875,3.906005684,0.221570759,0.6883396770000001,345360966,1631275846,455386959
5.794580146591983e-06,359.9945983886719,359.9945983886719,3.9059966530000003,0.221567392,0.688333798,345360967,1631275846,461307709
5.794580146591983e-06,359.97430419921875,359.97430419921875,3.9059893150000002,0.221550555,0.6883201080000001,345360968,1631275846,467419802
5.794580146591983e-06,359.9853820800781,359.9853820800781,3.9059748130000003,0.221532329,0.688329168,345360969,1631275846,473334855
-1.0734592914378618e-05,359.9244384765625,359.9244384765625,3.905964362,0.221524466,0.688316967,345360970,1631275846,479274829
-1.0734592914378618e-05,359.922607421875,359.922607421875,3.9059510260000003,0.22152654200000002,0.688328091,345360971,1631275846,485354471
-1.0734592914378618e-05,359.948486328125,359.948486328125,3.9059508720000005,0.221527938,0.688337607,345360972,1631275846,491304645
-1.0734592914378618e-05,359.9466247558594,359.9466247558594,3.9059400220000002,0.221546136,0.6883581240000001,345360973,1631275846,497313764
-1.3389811880153355e-05,359.94110107421875,359.94110107421875,3.905947788,0.221535638,0.6883751530000001,345360974,1631275846,503307941
-1.3389811880153355e-05,359.998291015625,359.998291015625,3.905952171,0.221542651,0.688389376,345360975,1631275846,509304115
-1.3389811880153355e-05,359.9964599609375,359.9964599609375,3.905941851,0.221539971,0.6883880490000001,345360976,1631275846,515365898
-6.492397538549436e-06,359.95770263671875,359.95770263671875,3.9059453750000004,0.22154263100000002,0.688386383,345360977,1631275846,521388781
-6.492397538549436e-06,0.00015013999654911458,0.00015013999654911458,3.9059648570000003,0.22154984800000002,0.6883910400000001,345360978,1631275846,527384962
-6.492397538549436e-06,359.981689453125,359.981689453125,3.9059761920000002,0.221545391,0.688392632,345360979,1631275846,533318069
5.064834910925576e-06,359.99462890625,359.99462890625,3.9059792110000005,0.22154156300000002,0.6884000640000001,345360980,1631275846,539262926
5.064834910925576e-06,359.98907470703125,359.98907470703125,3.90598261,0.22152526,0.688411898,345360981,1631275846,545392281
5.064834910925576e-06,359.9244689941406,359.9244689941406,3.905985266,0.221512864,0.6884175490000001,345360982,1631275846,551324080
1.1632541562663327e-05,359.9410705566406,359.9410705566406,3.9059725210000003,0.221525994,0.688424911,345360983,1631275846,557345883
1.1632541562663327e-05,359.9503173828125,359.9503173828125,3.905978788,0.22152867,0.6884208620000001,345360984,1631275846,563402472
1.1632541562663327e-05,359.9410705566406,359.9410705566406,3.9059704130000004,0.2215357,0.68842453,345360985,1631275846,569367963
1.1632541562663327e-05,359.95404052734375,359.95404052734375,3.9059742780000004,0.22154021000000002,0.688418096,345360986,1631275846,575356692
7.689280076023141e-06,359.9374084472656,359.9374084472656,3.9059848350000004,0.221535017,0.688414748,345360987,1631275846,581344371
7.689280076023141e-06,359.9964599609375,359.9964599609375,3.9060055530000004,0.22151562400000002,0.68841036,345360988,1631275846,587375503
7.689280076023141e-06,359.9835205078125,359.9835205078125,3.9060107260000003,0.22150317300000003,0.688412647,345360989,1631275846,593347723
-7.96947273686919e-06,359.965087890625,359.965087890625,3.9059153240000004,0.22142504400000002,0.6882927560000001,345360990,1631275846,599347067
-7.96947273686919e-06,359.9613952636719,359.9613952636719,3.9059217220000004,0.22138468200000003,0.688282248,345360991,1631275846,605344702
-7.96947273686919e-06,359.9484558105469,359.9484558105469,3.905914891,0.221396574,0.6882758790000001,345360992,1631275846,611383079
-1.1275307938363217e-05,359.93927001953125,359.93927001953125,3.905933919,0.221402498,0.688261483,345360993,1631275846,617394262
-1.1275307938363217e-05,359.9669189453125,359.9669189453125,3.905964505,0.22141570300000002,0.6882698700000001,345360994,1631275846,623336005
-1.1275307938363217e-05,359.9835510253906,359.9835510253906,3.9059957260000004,0.221432539,0.688284934,345360995,1631275846,629376432
