,CHI,OMEGA,OMEGA_Cont,X_LUT,Y_LUT,Z_LUT
168,20.0,122.5,842.5,-0.024009614729411623,-0.09471756915882353,-0.0699075599058823
169,20.0,127.5,847.5,-0.02393637862424229,-0.10013790895151514,-0.06129880503636357
170,20.0,132.5,852.5,-0.02383380456363625,-0.10484056099393939,-0.05236671592121206
171,20.0,137.5,857.5,-0.023743917565476017,-0.10869449465476191,-0.04314518604761898
172,20.0,142.5,862.5,-0.023713282748502863,-0.11147551941317366,-0.033444557473053825
173,20.0,147.5,867.5,-0.023670494161676485,-0.1139372623293413,-0.023538268395209512
174,20.0,152.5,872.5,-0.023617159226190336,-0.11543226555952382,-0.013425794940476122
175,20.0,157.5,877.5,-0.023575100854545308,-0.11560177316363635,-0.003343553066666597
176,20.0,162.5,882.5,-0.023482851783132412,-0.11512505113855423,0.006658728319277176
177,20.0,167.5,887.5,-0.0234767021506023,-0.11382616545783132,0.016700809283132598
178,20.0,172.5,892.5,-0.023447143608433637,-0.11163727590361444,0.02654836938554224
179,20.0,177.5,897.5,-0.023399952059880106,-0.10873181905988025,0.036085939299401265
180,20.0,182.5,902.5,-0.0234587166347304,-0.10500559486227544,0.04549405661077851
181,20.0,187.5,907.5,-0.02345456135329327,-0.10055322723353295,0.05436909962874259
182,20.0,192.5,912.5,-0.02347210360714273,-0.09521818151785715,0.06286263405952389
183,20.0,197.5,917.5,-0.02354407532530109,-0.08937247539156626,0.070828456120482
184,20.0,202.5,922.5,-0.02353656250898191,-0.08280965581437125,0.0781452634071857
185,20.0,207.5,927.5,-0.02359478219642845,-0.07560370785119047,0.0849778852738096
186,20.0,212.5,932.5,-0.02366980836144564,-0.06781953855421687,0.09114069633132536
187,20.0,217.5,937.5,-0.023693671145454388,-0.05955574061818182,0.09641726930303039
188,20.0,222.5,942.5,-0.02374965819047605,-0.05088951186904762,0.10115803232142866
189,20.0,227.5,947.5,-0.0238601928181817,-0.04180226675151515,0.10511389561212128
190,20.0,232.5,952.5,-0.023923605662576525,-0.03244371440490797,0.10826751438650316
191,20.0,237.5,957.5,-0.02405259560119035,-0.023142006255952377,0.11070806694047627
192,20.0,242.5,962.5,-0.024195981927710726,-0.013469838307228912,0.11264453206626514
193,20.0,247.5,967.5,-0.024196088916167566,-0.0037094460419161636,0.1131628205329342
194,20.0,252.5,972.5,-0.024337703690908975,0.00587621165454546,0.11311919572727282
195,20.0,257.5,977.5,-0.024568504131736377,0.015077011628742518,0.11221821086227554
196,20.0,262.5,982.5,-0.024651913257484892,0.02461971350898204,0.1101123992814372
197,20.0,267.5,987.5,-0.02479362151204807,0.03371035025301205,0.10763332990963864
198,20.0,272.5,992.5,-0.02489877226785701,0.042716248898809525,0.10424382525000007
199,20.0,277.5,997.5,-0.024923142610778357,0.05156467112574851,0.09977201701796415
200,20.0,282.5,1002.5,-0.025048653186746844,0.0601106445120482,0.0948437886325302
201,20.0,287.5,1007.5,-0.0251073193353292,0.06820174285628743,0.08921715949700607
202,20.0,292.5,1012.5,-0.025175674156626353,0.07573307125903615,0.08278398353614465
203,20.0,297.5,1017.5,-0.025294220827380826,0.08289051079761905,0.0758449149880953
204,20.0,302.5,1022.5,-0.02540490279640705,0.0894098515748503,0.06837155595209589
205,20.0,307.5,1027.5,-0.025514724206060477,0.09454708389696968,0.06068742523636371
206,20.0,312.5,1032.5,-0.025641797244047502,0.09934155988690474,0.052168565857142926
207,20.0,317.5,1037.5,-0.02576442739156613,0.10359073060240966,0.04323463934337356
208,20.0,322.5,1042.5,-0.02587157750303015,0.10695119595757578,0.034008192890909165
209,20.0,327.5,1047.5,-0.02587515007272717,0.10959312343636364,0.024600355103030377
210,20.0,332.5,1052.5,-0.025984478993939276,0.11146268393939394,0.014860128109090976
211,20.0,337.5,1057.5,-0.026107241706586678,0.11261643368263471,0.0049475770958084505
212,20.0,342.5,1062.5,-0.026088634470237952,0.1128988417202381,-0.005216727999999929
213,20.0,347.5,1067.5,-0.026170822981927574,0.11232593733734939,-0.015231683427710778
214,20.0,352.5,1072.5,-0.0261402925628741,0.11068295161077844,-0.025142835664670588
215,20.0,357.5,1077.5,-0.026012462299113616,0.10720696951181684,-0.039273466123338194
216,30.0,2.5,1082.5,-0.05284992381770823,0.1839654971875,-0.07414933996874994
217,30.0,7.5,1087.5,-0.052940504096385406,0.17660149413253012,-0.09140767649999994
218,30.0,12.5,1092.5,-0.05284534960479031,0.1679581392275449,-0.10620558573053887
219,30.0,17.5,1097.5,-0.05285255331137712,0.1580920258203593,-0.12066272577245502
220,30.0,22.5,1102.5,-0.052861634676829146,0.14720381729268295,-0.13427803829268287
221,30.0,27.5,1107.5,-0.05280483792073158,0.13511278223170733,-0.14662976979878042
222,30.0,32.5,1112.5,-0.05269699644047609,0.121652376,-0.1579353953809523
223,30.0,37.5,1117.5,-0.05262728189221543,0.10749372139520957,-0.1684312689640718
224,30.0,42.5,1122.5,-0.052507591596385385,0.09246550362048193,-0.17750458163855418
225,30.0,47.5,1127.5,-0.05243447484337336,0.07662449208433736,-0.18490360666867464
226,30.0,52.5,1132.5,-0.05229986510240951,0.06013955378313254,-0.19087916245180722
227,30.0,57.5,1137.5,-0.0521304563832334,0.04326312878443114,-0.19542964537724547
228,30.0,62.5,1142.5,-0.052032771163636235,0.02605126327272728,-0.19860432126060604
229,30.0,67.5,1147.5,-0.0519051233609466,0.008444937786982252,-0.20022526095857984
230,30.0,72.5,1152.5,-0.05184724526506012,-0.009015539222891562,-0.2003019456084337
231,30.0,77.5,1157.5,-0.05161508801204806,-0.026746717259036143,-0.19875451636746985
