OMEGA,Radius,AI0,AI1,Sequenz1,Sequenz2,Sekunden1,Sekunden1,NaoSek1,NanoSek2,DMS1,DMS2,DMS3,CHI,PHI
359.84552001953125,4.9893927574157715,4.879608154296875,0.040550049394369125,13547037,11266255,1626250797,1626250797,718401050,736039420,100012213.0,-57135050.0,92600166.0,4.115286855745442e-06,-5.111000000000001e-06
359.8344421386719,4.990520477294922,4.88070821762085,0.0396069772541523,13547038,11266255,1626250797,1626250797,722912159,736039420,100012213.0,-57135050.0,92600166.0,4.115286855745442e-06,-5.111000000000001e-06
359.795654296875,4.991334438323975,4.881494045257568,0.0363062247633934,13547039,11266256,1626250797,1626250797,727911061,742018100,99958483.0,-56997720.0,92643946.0,3.7152457203315493e-06,-5.018e-06
359.854736328125,4.988104820251465,4.878350734710693,0.04133594036102295,13547040,11266257,1626250797,1626250797,732924124,748016798,99944311.0,-56870327.0,92655766.0,3.7152457203315493e-06,-5.018e-06
359.8252868652344,4.992772579193115,4.882908821105957,0.038821082562208176,13547041,11266257,1626250797,1626250797,737908810,748016798,99944311.0,-56870327.0,92655766.0,3.7152457203315493e-06,-5.018e-06
359.7698669433594,4.993110656738281,4.883223056793213,0.03410572558641434,13547042,11266259,1626250797,1626250797,743909358,761319228,99878243.0,-56640636.0,92663885.0,3.7152457203315493e-06,-5.018e-06
359.8030090332031,4.9905290603637695,4.88070821762085,0.03693494200706482,13547043,11266260,1626250797,1626250797,748349827,766042984,99904880.0,-56587823.0,92702024.0,5.0296663941597735e-06,-4.4940000000000005e-06
359.85302734375,4.993408203125,4.883537292480469,0.041178762912750244,13547044,11266260,1626250797,1626250797,752947466,766042984,99904880.0,-56587823.0,92702024.0,5.0296663941597735e-06,-4.4940000000000005e-06
359.8400573730469,4.991965293884277,4.882122993469238,0.04007851332426071,13547045,11266261,1626250797,1626250797,758106714,772014709,99924914.0,-56565623.0,92715625.0,5.0296663941597735e-06,-4.4940000000000005e-06
359.8547058105469,4.98794412612915,4.878193378448486,0.04133594036102295,13547046,11266261,1626250797,1626250797,763326299,772014709,99924914.0,-56565623.0,92715625.0,5.0296663941597735e-06,-4.4940000000000005e-06
359.8400573730469,4.992608070373535,4.88275146484375,0.04007851332426071,13547047,11266262,1626250797,1626250797,769954868,778102779,99918544.0,-56674420.0,92594320.0,5.0296663941597735e-06,-4.4940000000000005e-06
359.7900085449219,4.988604545593262,4.878822326660156,0.03583468869328499,13547048,11266263,1626250797,1626250797,772964692,784052761,100052931.0,-56929115.0,92595437.0,-1.4764965828275654e-06,2.4932e-05
359.8011779785156,4.990850448608398,4.8810224533081055,0.036777760833501816,13547049,11266263,1626250797,1626250797,777912697,784052761,100052931.0,-56929115.0,92595437.0,-1.4764965828275654e-06,2.4932e-05
359.8399963378906,4.9898762702941895,4.880079746246338,0.04007851332426071,13547050,11266264,1626250797,1626250797,782915068,790069974,100229041.0,-57173170.0,92611740.0,-1.4764965828275654e-06,2.4932e-05
359.775390625,4.992948532104492,4.883065700531006,0.03457726165652275,13547051,11266265,1626250797,1626250797,788061028,796025416,100392603.0,-57398632.0,92634628.0,-1.4764965828275654e-06,2.4932e-05
359.8529357910156,4.990033149719238,4.880236625671387,0.041178762912750244,13547052,11266266,1626250797,1626250797,792960233,802610080,100516279.0,-57562049.0,92645004.0,-8.483811465635965e-06,1.0233e-05
359.79571533203125,4.992460250854492,4.882594585418701,0.0363062247633934,13547053,11266267,1626250797,1626250797,797957871,808070847,100608641.0,-57703155.0,92638661.0,-8.483811465635965e-06,1.0233e-05
359.7809753417969,4.993910312652588,4.884008884429932,0.035048797726631165,13547054,11266268,1626250797,1626250797,804179431,814042082,100654572.0,-57789122.0,92643571.0,-8.483811465635965e-06,1.0233e-05
359.7994079589844,4.992297649383545,4.882437229156494,0.03662058338522911,13547055,11266268,1626250797,1626250797,807959331,814042082,100654572.0,-57789122.0,92643571.0,-8.483811465635965e-06,1.0233e-05
359.797607421875,4.993905067443848,4.884008884429932,0.036463405936956406,13547056,11266269,1626250797,1626250797,812885909,820055031,100630876.0,-57833442.0,92650001.0,-8.483811465635965e-06,1.0233e-05
359.8344421386719,4.990359306335449,4.880550861358643,0.0396069772541523,13547057,11266269,1626250797,1626250797,817909729,820055031,100630876.0,-57833442.0,92650001.0,-6.4660211821917585e-06,-3.7080000000000003e-06
359.8455505371094,4.9903564453125,4.880550861358643,0.040550049394369125,13547058,11266270,1626250797,1626250797,822894142,826581875,100596937.0,-57847017.0,92659537.0,-6.4660211821917585e-06,-3.7080000000000003e-06
359.7938537597656,4.992138862609863,4.882279872894287,0.0361490473151207,13547059,11266271,1626250797,1626250797,827913468,833480600,100558677.0,-57858733.0,92692930.0,-6.4660211821917585e-06,-3.7080000000000003e-06
359.78814697265625,4.988283157348633,4.878507614135742,0.03567751124501228,13547060,11266272,1626250797,1626250797,833006993,840009116,100650749.0,-57599057.0,92984896.0,-6.4660211821917585e-06,-3.7080000000000003e-06
359.7789611816406,4.989893913269043,4.880079746246338,0.03489162027835846,13547061,11266272,1626250797,1626250797,839114720,840009116,100650749.0,-57599057.0,92984896.0,5.41651925598275e-06,-1.497e-05
359.7753601074219,4.9919843673706055,4.882122993469238,0.03457726165652275,13547062,11266273,1626250797,1626250797,842898014,845994139,100325598.0,-57527526.0,92973300.0,5.41651925598275e-06,-1.497e-05
359.795654296875,4.991013050079346,4.8811798095703125,0.0363062247633934,13547063,11266273,1626250797,1626250797,847981446,845994139,100325598.0,-57527526.0,92973300.0,5.41651925598275e-06,-1.497e-05
359.83453369140625,4.993091583251953,4.883223056793213,0.0396069772541523,13547064,11266274,1626250797,1626250797,852902322,852034966,100087840.0,-57475824.0,92960920.0,5.41651925598275e-06,-1.497e-05
359.79559326171875,4.989888668060303,4.880079746246338,0.0363062247633934,13547065,11266275,1626250797,1626250797,857982543,863602718,99945944.0,-57418507.0,92935433.0,5.41651925598275e-06,-1.497e-05
359.81036376953125,4.988919258117676,4.879136562347412,0.03756365552544594,13547066,11266276,1626250797,1626250797,863391255,872570781,99823896.0,-57313322.0,92892002.0,5.3330998193516524e-08,-1.728e-06
359.8455810546875,4.991963863372803,4.882122993469238,0.040550049394369125,13547067,11266276,1626250797,1626250797,867918191,872570781,99823896.0,-57313322.0,92892002.0,5.3330998193516524e-08,-1.728e-06
359.8031005859375,4.992778778076172,4.882908821105957,0.03693494200706482,13547068,11266277,1626250797,1626250797,872885184,880349397,99879672.0,-57292148.0,92867722.0,5.3330998193516524e-08,-1.728e-06
359.83636474609375,4.992126941680908,4.882279872894287,0.039764154702425,13547069,11266278,1626250797,1626250797,879499304,886089323,99949258.0,-57268546.0,92860179.0,5.398935124148148e-06,-4.4500000000000003e-07
359.79925537109375,4.98844051361084,4.878664970397949,0.03662058338522911,13547070,11266279,1626250797,1626250797,882898106,892118482,99988563.0,-57267442.0,92839692.0,5.398935124148148e-06,-4.4500000000000003e-07
359.8031311035156,4.992939472198486,4.883065700531006,0.03693494200706482,13547071,11266281,1626250797,1626250797,887921440,908051719,100053193.0,-57228128.0,92829835.0,-6.368498039212167e-07,3.356e-06
359.8103332519531,4.988598346710205,4.878822326660156,0.03756365552544594,13547072,11266282,1626250797,1626250797,892991829,914063216,100098721.0,-57186684.0,92839641.0,-6.368498039212167e-07,3.356e-06
359.7846374511719,4.992945194244385,4.883065700531006,0.035363152623176575,13547073,11266283,1626250797,1626250797,897954055,920940219,100106453.0,-57182264.0,92851052.0,-6.368498039212167e-07,3.356e-06
359.8382263183594,4.992929935455322,4.883065700531006,0.03992133587598801,13547074,11266283,1626250797,1626250797,902973473,920940219,100106453.0,-57182264.0,92851052.0,-6.368498039212167e-07,3.356e-06
359.8158874511719,4.988435745239258,4.878664970397949,0.03803519159555435,13547075,11266284,1626250797,1626250797,910236334,926093552,100127507.0,-57165331.0,92818862.0,4.929366381457759e-07,-2.438e-06
359.80859375,4.990848541259766,4.8810224533081055,0.037406474351882935,13547076,11266284,1626250797,1626250797,912905058,926093552,100127507.0,-57165331.0,92818862.0,4.929366381457759e-07,-2.438e-06
359.8067321777344,4.990688800811768,4.880865573883057,0.03724929690361023,13547077,11266286,1626250797,1626250797,918021203,940004312,100162357.0,-57129869.0,92822454.0,4.929366381457759e-07,-2.438e-06
359.8197937011719,4.993898868560791,4.884008884429932,0.03834954649209976,13547078,11266286,1626250797,1626250797,923273059,940004312,100162357.0,-57129869.0,92822454.0,4.929366381457759e-07,-2.438e-06
359.79376220703125,4.989889144897461,4.880079746246338,0.0361490473151207,13547079,11266287,1626250797,1626250797,927966262,946018016,100163127.0,-57147755.0,92816217.0,-5.181563594497694e-07,-3.3520000000000003e-06
359.775390625,4.992466926574707,4.882594585418701,0.03457726165652275,13547080,11266288,1626250797,1626250797,933601452,952018028,100165750.0,-57156137.0,92810317.0,-5.181563594497694e-07,-3.3520000000000003e-06
359.7975769042969,4.992940902709961,4.883065700531006,0.036463405936956406,13547081,11266289,1626250797,1626250797,937935431,958074697,100168548.0,-57164617.0,92812162.0,-5.181563594497694e-07,-3.3520000000000003e-06
359.7993469238281,4.9906907081604,4.880865573883057,0.03662058338522911,13547082,11266290,1626250797,1626250797,944887815,964019375,100175301.0,-57175366.0,92807528.0,-5.181563594497694e-07,-3.3520000000000003e-06
359.8382568359375,4.993251800537109,4.88338041305542,0.03992133587598801,13547083,11266290,1626250797,1626250797,948300643,964019375,100175301.0,-57175366.0,92807528.0,1.1523450975757156e-06,4.773000000000001e-06
359.78643798828125,4.9914984703063965,4.881651401519775,0.03552033379673958,13547084,11266291,1626250797,1626250797,952885416,970027840,100177858.0,-57190636.0,92800033.0,1.1523450975757156e-06,4.773000000000001e-06
359.8437194824219,4.990839004516602,4.8810224533081055,0.04039286822080612,13547085,11266292,1626250797,1626250797,957925938,976046414,100171229.0,-57183371.0,92801874.0,1.1523450975757156e-06,4.773000000000001e-06
359.8419494628906,4.993893146514893,4.884008884429932,0.04023569077253342,13547086,11266293,1626250797,1626250797,963010316,982081690,100165598.0,-57191075.0,92801113.0,1.1523450975757156e-06,4.773000000000001e-06
359.78460693359375,4.9924635887146,4.882594585418701,0.035363152623176575,13547087,11266293,1626250797,1626250797,967978545,982081690,100165598.0,-57191075.0,92801113.0,1.764205546298185e-07,5.3570000000000005e-06
359.77337646484375,4.98925256729126,4.879450798034668,0.034420084208250046,13547088,11266295,1626250797,1626250797,972961934,996047868,100177795.0,-57221370.0,92800182.0,1.764205546298185e-07,5.3570000000000005e-06
359.8233337402344,4.989880561828613,4.880079746246338,0.03866390511393547,13547089,11266295,1626250797,1626250797,977992042,996047868,100177795.0,-57221370.0,92800182.0,1.764205546298185e-07,5.3570000000000005e-06
359.7698974609375,4.994075298309326,4.884166240692139,0.03410572558641434,13547090,11266296,1626250797,1626250798,982889811,2049758,100166257.0,-57224464.0,92792629.0,1.764205546298185e-07,5.3570000000000005e-06
359.8381652832031,4.990840435028076,4.8810224533081055,0.03992133587598801,13547091,11266297,1626250797,1626250798,988000228,7999579,100171995.0,-57209267.0,92786926.0,-7.362816792731283e-06,-4.6180000000000005e-06
359.84918212890625,4.988588333129883,4.878822326660156,0.040864404290914536,13547092,11266297,1626250797,1626250798,992912598,7999579,100171995.0,-57209267.0,92786926.0,-7.362816792731283e-06,-4.6180000000000005e-06
359.830810546875,4.99245023727417,4.882594585418701,0.03929261863231659,13547093,11266299,1626250797,1626250798,997939742,20095745,100167723.0,-57209096.0,92758222.0,-7.362816792731283e-06,-4.6180000000000005e-06
359.8011779785156,4.990690231323242,4.880865573883057,0.036777760833501816,13547094,11266300,1626250798,1626250798,2928339,26150399,100157559.0,-57199976.0,92753488.0,-7.362816792731283e-06,-4.6180000000000005e-06
359.83270263671875,4.993091583251953,4.883223056793213,0.03944979980587959,13547095,11266301,1626250798,1626250798,8086081,32072735,100152321.0,-57199997.0,92754294.0,1.227078053742583e-06,-3.0700000000000004e-07
359.8437194824219,4.991482257843018,4.881651401519775,0.04039286822080612,13547096,11266302,1626250798,1626250798,12914500,38322188,100151903.0,-57174549.0,92739795.0,1.227078053742583e-06,-3.0700000000000004e-07
359.7753601074219,4.991823196411133,4.881965637207031,0.03457726165652275,13547097,11266302,1626250798,1626250798,17909527,38322188,100151903.0,-57174549.0,92739795.0,1.227078053742583e-06,-3.0700000000000004e-07
359.8013000488281,4.993904113769531,4.884008884429932,0.036777760833501816,13547098,11266303,1626250798,1626250798,24281105,45886407,100133567.0,-57150210.0,92717891.0,1.6403072736526635e-06,3.412e-06
359.8345031738281,4.992288112640381,4.882437229156494,0.0396069772541523,13547099,11266304,1626250798,1626250798,27910210,52055356,100132379.0,-57156865.0,92718002.0,1.6403072736526635e-06,3.412e-06
359.8530578613281,4.994051456451416,4.884166240692139,0.041178762912750244,13547100,11266304,1626250798,1626250798,33018299,52055356,100132379.0,-57156865.0,92718002.0,1.6403072736526635e-06,3.412e-06
359.7901916503906,4.993103981018066,4.883223056793213,0.03583468869328499,13547101,11266305,1626250798,1626250798,38014804,59155610,100142588.0,-57170535.0,92724974.0,1.6403072736526635e-06,3.412e-06
359.8216247558594,4.993577480316162,4.883694648742676,0.038506727665662766,13547102,11266305,1626250798,1626250798,42975953,59155610,100142588.0,-57170535.0,92724974.0,1.6403072736526635e-06,3.412e-06
359.8399658203125,4.989715576171875,4.879922389984131,0.04007851332426071,13547103,11266306,1626250798,1626250798,47894509,63994158,100142717.0,-57175023.0,92727877.0,1.6403072736526635e-06,3.412e-06
359.7751770019531,4.987805366516113,4.878036022186279,0.03457726165652275,13547104,11266306,1626250798,1626250798,53038995,63994158,100142717.0,-57175023.0,92727877.0,1.6403072736526635e-06,3.412e-06
359.8399658203125,4.9889116287231445,4.879136562347412,0.04007851332426071,13547105,11266307,1626250798,1626250798,58860229,70015006,100149730.0,-57183355.0,92734369.0,2.1898143223518544e-06,-1.2000000000000002e-06
359.7715759277344,4.989896297454834,4.880079746246338,0.03426290303468704,13547106,11266307,1626250798,1626250798,62889173,70015006,100149730.0,-57183355.0,92734369.0,2.1898143223518544e-06,-1.2000000000000002e-06
359.8325500488281,4.989074230194092,4.879293441772461,0.03944979980587959,13547107,11266308,1626250798,1626250798,67917263,76058772,100154666.0,-57188401.0,92749011.0,2.1898143223518544e-06,-1.2000000000000002e-06
359.7846374511719,4.993267059326172,4.88338041305542,0.035363152623176575,13547108,11266310,1626250798,1626250798,72881872,88249757,100181412.0,-57202117.0,92757155.0,-2.395272494597711e-06,1.526e-06
359.78460693359375,4.991981029510498,4.882122993469238,0.035363152623176575,13547109,11266311,1626250798,1626250798,78773955,95833420,100198305.0,-57211524.0,92753044.0,-2.395272494597711e-06,1.526e-06
359.82891845703125,4.990842819213867,4.8810224533081055,0.039135441184043884,13547110,11266312,1626250798,1626250798,83214856,102085354,100226924.0,-57203616.0,92742390.0,-2.395272494597711e-06,1.526e-06
359.8011779785156,4.990850448608398,4.8810224533081055,0.036777760833501816,13547111,11266312,1626250798,1626250798,87919003,102085354,100226924.0,-57203616.0,92742390.0,-2.395272494597711e-06,1.526e-06
359.8047790527344,4.988438606262207,4.878664970397949,0.037092119455337524,13547112,11266312,1626250798,1626250798,92934736,102085354,100226924.0,-57203616.0,92742390.0,-1.576796609929477e-07,-8.63e-07
359.8252868652344,4.99293327331543,4.883065700531006,0.038821082562208176,13547113,11266313,1626250798,1626250798,98637909,118204023,100213586.0,-57200648.0,92731005.0,-1.576796609929477e-07,-8.63e-07
359.8566589355469,4.990997314453125,4.8811798095703125,0.04149312153458595,13547114,11266313,1626250798,1626250798,102930172,118204023,100213586.0,-57200648.0,92731005.0,-1.576796609929477e-07,-8.63e-07
359.8011474609375,4.990208148956299,4.880393981933594,0.036777760833501816,13547115,11266314,1626250798,1626250798,108234967,126081867,100195906.0,-57166358.0,92696719.0,-3.120621816197281e-06,8.690000000000001e-07
359.84918212890625,4.988266468048096,4.878507614135742,0.040864404290914536,13547116,11266315,1626250798,1626250798,112979218,132063841,100198201.0,-57164502.0,92697696.0,-3.120621816197281e-06,8.690000000000001e-07
359.7846374511719,4.992945194244385,4.883065700531006,0.035363152623176575,13547117,11266316,1626250798,1626250798,117949246,138057261,100200263.0,-57159583.0,92682166.0,-3.120621816197281e-06,8.690000000000001e-07
359.84564208984375,4.993892192840576,4.884008884429932,0.040550049394369125,13547118,11266318,1626250798,1626250798,125062148,151695340,100197634.0,-57168926.0,92691131.0,-1.362199123766249e-06,7.501000000000001e-06
359.83441162109375,4.989073753356934,4.879293441772461,0.0396069772541523,13547119,11266319,1626250798,1626250798,127930166,158001426,100204924.0,-57169914.0,92735667.0,-1.362199123766249e-06,7.501000000000001e-06
359.84918212890625,4.988105773925781,4.878350734710693,0.040864404290914536,13547120,11266319,1626250798,1626250798,132938696,158001426,100204924.0,-57169914.0,92735667.0,-1.362199123766249e-06,7.501000000000001e-06
359.82330322265625,4.989076614379883,4.879293441772461,0.03866390511393547,13547121,11266320,1626250798,1626250798,138073973,164008550,100191171.0,-57163464.0,92752418.0,3.948236685588587e-06,-7.1150000000000005e-06
359.84381103515625,4.993892669677734,4.884008884429932,0.04039286822080612,13547122,11266320,1626250798,1626250798,142929199,164008550,100191171.0,-57163464.0,92752418.0,3.948236685588587e-06,-7.1150000000000005e-06
359.8437805175781,4.992928504943848,4.883065700531006,0.04039286822080612,13547123,11266321,1626250798,1626250798,147946312,170467064,100184015.0,-57162251.0,92746840.0,3.948236685588587e-06,-7.1150000000000005e-06
359.80126953125,4.99277925491333,4.882908821105957,0.036777760833501816,13547124,11266322,1626250798,1626250798,153197780,176015815,100190572.0,-57151362.0,92754862.0,3.948236685588587e-06,-7.1150000000000005e-06
359.8382263183594,4.992929935455322,4.883065700531006,0.03992133587598801,13547125,11266322,1626250798,1626250798,157909828,176015815,100190572.0,-57151362.0,92754862.0,3.948236685588587e-06,-7.1150000000000005e-06
359.8029479980469,4.988600730895996,4.878822326660156,0.03693494200706482,13547126,11266323,1626250798,1626250798,162914976,182024370,100179568.0,-57142211.0,92755494.0,3.948236685588587e-06,-7.1150000000000005e-06
359.8399963378906,4.990519046783447,4.88070821762085,0.04007851332426071,13547127,11266323,1626250798,1626250798,167884276,182024370,100179568.0,-57142211.0,92755494.0,3.095401892147548e-06,6.8e-08
359.84735107421875,4.988909721374512,4.879136562347412,0.04070722684264183,13547128,11266324,1626250798,1626250798,174723779,189437876,100175457.0,-57142783.0,92755730.0,3.095401892147548e-06,6.8e-08
359.7882995605469,4.992300987243652,4.882437229156494,0.03567751124501228,13547129,11266325,1626250798,1626250798,179016451,194112462,100175696.0,-57148325.0,92749002.0,3.095401892147548e-06,6.8e-08
359.8068542480469,4.9937424659729,4.883852005004883,0.03724929690361023,13547130,11266326,1626250798,1626250798,182901586,200061205,100186462.0,-57166574.0,92755022.0,3.095401892147548e-06,6.8e-08
359.84002685546875,4.990839958190918,4.8810224533081055,0.04007851332426071,13547131,11266326,1626250798,1626250798,187911618,200061205,100186462.0,-57166574.0,92755022.0,3.095401892147548e-06,6.8e-08
359.78997802734375,4.987800598144531,4.878036022186279,0.03583468869328499,13547132,11266327,1626250798,1626250798,192992445,206073128,100185501.0,-57182013.0,92749309.0,-9.401777414855106e-07,7.192000000000001e-06
359.8492126464844,4.989552021026611,4.879765033721924,0.040864404290914536,13547133,11266327,1626250798,1626250798,200558768,206073128,100185501.0,-57182013.0,92749309.0,-9.401777414855106e-07,7.192000000000001e-06
359.85101318359375,4.987944602966309,4.878193378448486,0.04102158546447754,13547134,11266328,1626250798,1626250798,202943674,214004020,100197786.0,-57202626.0,92761764.0,-9.401777414855106e-07,7.192000000000001e-06
359.83624267578125,4.9887518882751465,4.878979206085205,0.039764154702425,13547135,11266329,1626250798,1626250798,207956647,220024602,100195250.0,-57199272.0,92770625.0,-9.401777414855106e-07,7.192000000000001e-06
359.8197021484375,4.991649150848389,4.881808280944824,0.03834954649209976,13547136,11266329,1626250798,1626250798,212913095,220024602,100195250.0,-57199272.0,92770625.0,-9.401777414855106e-07,7.192000000000001e-06
359.8381042480469,4.989072799682617,4.879293441772461,0.03992133587598801,13547137,11266330,1626250798,1626250798,217916156,226064499,100188833.0,-57184034.0,92785648.0,-9.401777414855106e-07,7.192000000000001e-06
359.830810546875,4.991806983947754,4.881965637207031,0.03929261863231659,13547138,11266330,1626250798,1626250798,222894509,226064499,100188833.0,-57184034.0,92785648.0,-2.5535305053323226e-06,4.359e-06
359.8400573730469,4.992286682128906,4.882437229156494,0.04007851332426071,13547139,11266331,1626250798,1626250798,227892814,232060055,100187479.0,-57183294.0,92796227.0,-2.5535305053323226e-06,4.359e-06
359.84564208984375,4.9935712814331055,4.883694648742676,0.040550049394369125,13547140,11266332,1626250798,1626250798,234069855,240008590,100199888.0,-57175394.0,92801324.0,-2.5535305053323226e-06,4.359e-06
359.82708740234375,4.991004467010498,4.8811798095703125,0.03897826373577118,13547141,11266332,1626250798,1626250798,240052680,240008590,100199888.0,-57175394.0,92801324.0,-2.5535305053323226e-06,4.359e-06
359.83807373046875,4.988269329071045,4.878507614135742,0.03992133587598801,13547142,11266334,1626250798,1626250798,242917221,252096440,100220209.0,-57160710.0,92831613.0,3.4031258135464028e-06,1.7130000000000002e-06
359.83453369140625,4.992770195007324,4.882908821105957,0.0396069772541523,13547143,11266335,1626250798,1626250798,247965671,260112576,100234169.0,-57161289.0,92841225.0,3.4031258135464028e-06,1.7130000000000002e-06
359.76806640625,4.99391508102417,4.884008884429932,0.03394854813814163,13547144,11266336,1626250798,1626250798,252964132,266096612,100230529.0,-57173608.0,92851737.0,1.2578504586213746e-06,-3.733e-06
359.78082275390625,4.990214824676514,4.880393981933594,0.035048797726631165,13547145,11266337,1626250798,1626250798,257953635,272092081,100237137.0,-57193608.0,92863527.0,1.2578504586213746e-06,-3.733e-06
359.78826904296875,4.9916582107543945,4.881808280944824,0.03567751124501228,13547146,11266337,1626250798,1626250798,262919513,272092081,100237137.0,-57193608.0,92863527.0,1.2578504586213746e-06,-3.733e-06
359.84375,4.991642951965332,4.881808280944824,0.04039286822080612,13547147,11266338,1626250798,1626250798,267914072,278028523,100228534.0,-57185592.0,92862675.0,1.2578504586213746e-06,-3.733e-06
359.77703857421875,4.988126277923584,4.878350734710693,0.034734439104795456,13547148,11266339,1626250798,1626250798,272890068,285117923,100235615.0,-57184403.0,92862965.0,1.2578504586213746e-06,-3.733e-06
