OMEGA,Radius,AI0,AI1,Counter,Sequenz1,Sequenz2,Sekunden1,Sekunden1,NaoSek1,NanoSek2,DMS1,DMS2,DMS3,CHI,PHI
359.8418273925781,4.989715099334717,4.879922389984131,0.04023569077253342,0,33436314,27483505,1626350269,1626350269,569958328,570607695,6004046234.0,-39988994.0,-169118023.0,4.062534143796986e-06,-9.191e-06
359.8511962890625,4.993890762329102,4.884008884429932,0.04102158546447754,0,33436315,27483506,1626350269,1626350269,577766991,578591127,6004022219.0,-39968129.0,-169137996.0,4.062534143796986e-06,-9.191e-06
359.7845764160156,4.99133825302124,4.881494045257568,0.035363152623176575,0,33436316,27483506,1626350269,1626350269,579984697,578591127,6004022219.0,-39968129.0,-169137996.0,4.062534143796986e-06,-9.191e-06
359.8454895019531,4.9887495040893555,4.878979206085205,0.040550049394369125,0,33436317,27483507,1626350269,1626350269,585551778,584680408,6004003956.0,-39950665.0,-169158804.0,4.062534143796986e-06,-9.191e-06
359.7733459472656,4.988127708435059,4.878350734710693,0.034420084208250046,0,33436318,27483509,1626350269,1626350269,590778567,596633995,6004026023.0,-39944904.0,-169145162.0,-3.0458888595911437e-06,9.553e-06
359.79754638671875,4.992298126220703,4.882437229156494,0.036463405936956406,0,33436319,27483510,1626350269,1626350269,597723305,602657997,6004012370.0,-39960667.0,-169137190.0,-3.0458888595911437e-06,9.553e-06
359.8140563964844,4.988918304443359,4.879136562347412,0.03787801042199135,0,33436320,27483510,1626350269,1626350269,599947593,602657997,6004012370.0,-39960667.0,-169137190.0,-3.0458888595911437e-06,9.553e-06
359.83453369140625,4.99260950088501,4.88275146484375,0.0396069772541523,0,33436321,27483510,1626350269,1626350269,607495828,602657997,6004012370.0,-39960667.0,-169137190.0,-3.0458888595911437e-06,9.553e-06
359.81781005859375,4.990363597869873,4.880550861358643,0.03819236904382706,0,33436322,27483511,1626350269,1626350269,609995728,610607885,6004020028.0,-39963628.0,-169132138.0,-3.0458888595911437e-06,9.553e-06
359.8214416503906,4.988595485687256,4.878822326660156,0.038506727665662766,0,33436323,27483512,1626350269,1626350269,614989178,616687836,6004047724.0,-39976984.0,-169107504.0,-1.3226346211442033e-06,-5.069e-06
359.7791442871094,4.993751049041748,4.883852005004883,0.03489162027835846,0,33436324,27483513,1626350269,1626350269,620017931,622747308,6004074268.0,-39986013.0,-169093771.0,-1.3226346211442033e-06,-5.069e-06
359.7735595703125,4.993431091308594,4.883537292480469,0.034420084208250046,0,33436325,27483514,1626350269,1626350269,625061695,630617648,6004075236.0,-40009884.0,-169091030.0,-2.382084348127981e-06,6.297e-06
359.7771301269531,4.990054607391357,4.880236625671387,0.034734439104795456,0,33436326,27483515,1626350269,1626350269,630054252,636656097,6004089126.0,-40017705.0,-169101029.0,-2.382084348127981e-06,6.297e-06
359.8251647949219,4.989398002624512,4.879608154296875,0.038821082562208176,0,33436327,27483516,1626350269,1626350269,635029166,642607019,6004107894.0,-40029017.0,-169102271.0,-2.382084348127981e-06,6.297e-06
359.8382568359375,4.993894100189209,4.884008884429932,0.03992133587598801,0,33436328,27483516,1626350269,1626350269,639992452,642607019,6004107894.0,-40029017.0,-169102271.0,-2.382084348127981e-06,6.297e-06
359.7881774902344,4.989247798919678,4.879450798034668,0.03567751124501228,0,33436329,27483517,1626350269,1626350269,644984198,648640683,6004099049.0,-40028118.0,-169091582.0,-6.830893932626813e-06,7.704000000000001e-06
359.8401184082031,4.994376182556152,4.8844804763793945,0.04007851332426071,0,33436330,27483518,1626350269,1626350269,650020357,654596138,6004098530.0,-40025409.0,-169079248.0,-6.830893932626813e-06,7.704000000000001e-06
359.8179016113281,4.992613792419434,4.88275146484375,0.03819236904382706,0,33436331,27483519,1626350269,1626350269,654964252,660614909,6004088192.0,-40043364.0,-169095390.0,-6.830893932626813e-06,7.704000000000001e-06
359.8400573730469,4.991965293884277,4.882122993469238,0.04007851332426071,0,33436332,27483519,1626350269,1626350269,660009062,660614909,6004088192.0,-40043364.0,-169095390.0,-6.830893932626813e-06,7.704000000000001e-06
359.85107421875,4.989712715148926,4.879922389984131,0.04102158546447754,0,33436333,27483520,1626350269,1626350269,665005660,667081198,6004087737.0,-40041606.0,-169079391.0,-6.830893932626813e-06,7.704000000000001e-06
359.84368896484375,4.989875316619873,4.880079746246338,0.04039286822080612,0,33436334,27483521,1626350269,1626350269,670012672,672681180,6004081122.0,-40049334.0,-169093141.0,1.6974560345754433e-06,2.5410000000000003e-06
359.7883605957031,4.993747711181641,4.883852005004883,0.03567751124501228,0,33436335,27483521,1626350269,1626350269,674996613,672681180,6004081122.0,-40049334.0,-169093141.0,1.6974560345754433e-06,2.5410000000000003e-06
359.8345031738281,4.9918060302734375,4.881965637207031,0.0396069772541523,0,33436336,27483522,1626350269,1626350269,679990632,678610206,6004071157.0,-40048810.0,-169099487.0,1.6974560345754433e-06,2.5410000000000003e-06
359.77166748046875,4.992468357086182,4.882594585418701,0.03426290303468704,0,33436337,27483523,1626350269,1626350269,685019506,686395820,6004069688.0,-40044360.0,-169091380.0,1.6974560345754433e-06,2.5410000000000003e-06
359.8215026855469,4.9902024269104,4.880393981933594,0.038506727665662766,0,33436338,27483524,1626350269,1626350269,690316833,694921886,6004055438.0,-40024382.0,-169092490.0,1.5875546247943979e-06,1.6000000000000001e-06
359.77545166015625,4.994073390960693,4.884166240692139,0.03457726165652275,0,33436339,27483525,1626350269,1626350269,695090401,703684865,6004060727.0,-40028921.0,-169089246.0,1.5875546247943979e-06,1.6000000000000001e-06
359.7957458496094,4.993102073669434,4.883223056793213,0.0363062247633934,0,33436340,27483526,1626350269,1626350269,700082898,708665277,6004074118.0,-40024104.0,-169088479.0,1.5875546247943979e-06,1.6000000000000001e-06
359.81036376953125,4.989241123199463,4.879450798034668,0.03756365552544594,0,33436341,27483526,1626350269,1626350269,705045969,708665277,6004074118.0,-40024104.0,-169088479.0,1.5875546247943979e-06,1.6000000000000001e-06
359.77728271484375,4.994072914123535,4.884166240692139,0.034734439104795456,0,33436342,27483527,1626350269,1626350269,709990182,714607024,6004063896.0,-40017458.0,-169081007.0,-1.44491514563811e-07,7.4260000000000006e-06
359.8270263671875,4.989879608154297,4.880079746246338,0.03897826373577118,0,33436343,27483527,1626350269,1626350269,714946540,714607024,6004063896.0,-40017458.0,-169081007.0,-1.44491514563811e-07,7.4260000000000006e-06
359.8123474121094,4.992293834686279,4.882437229156494,0.03772083297371864,0,33436344,27483527,1626350269,1626350269,719990984,714607024,6004063896.0,-40017458.0,-169081007.0,-1.44491514563811e-07,7.4260000000000006e-06
359.8177795410156,4.989881992340088,4.880079746246338,0.03819236904382706,0,33436345,27483528,1626350269,1626350269,724962604,722584452,6004087972.0,-40025939.0,-169069523.0,-1.44491514563811e-07,7.4260000000000006e-06
359.7789001464844,4.98828649520874,4.878507614135742,0.03489162027835846,0,33436346,27483530,1626350269,1626350269,730061074,736691104,6004079212.0,-40006521.0,-169052796.0,-8.302763313223243e-07,4.900000000000001e-07
359.7752990722656,4.9910197257995605,4.8811798095703125,0.03457726165652275,0,33436347,27483530,1626350269,1626350269,735085208,736691104,6004079212.0,-40006521.0,-169052796.0,-8.302763313223243e-07,4.900000000000001e-07
359.84735107421875,4.989231109619141,4.879450798034668,0.04070722684264183,0,33436348,27483531,1626350269,1626350269,740602781,744666323,6004064426.0,-40010651.0,-169070223.0,-8.302763313223243e-07,4.900000000000001e-07
359.8418273925781,4.989553928375244,4.879765033721924,0.04023569077253342,0,33436349,27483532,1626350269,1626350269,745009310,750642377,6004056060.0,-40013427.0,-169071137.0,-3.0810573767493366e-06,1.37e-07
359.8234558105469,4.993577003479004,4.883694648742676,0.03866390511393547,0,33436350,27483532,1626350269,1626350269,750009436,750642377,6004056060.0,-40013427.0,-169071137.0,-3.0810573767493366e-06,1.37e-07
359.840087890625,4.99357271194458,4.883694648742676,0.04007851332426071,0,33436351,27483533,1626350269,1626350269,754946541,756598327,6004041384.0,-39987878.0,-169075149.0,-3.0810573767493366e-06,1.37e-07
359.8122253417969,4.989561557769775,4.879765033721924,0.03772083297371864,0,33436352,27483534,1626350269,1626350269,760016404,762694392,6004044230.0,-39969043.0,-169083429.0,-3.0810573767493366e-06,1.37e-07
359.8087158203125,4.994223117828369,4.8843231201171875,0.037406474351882935,0,33436353,27483535,1626350269,1626350269,765178434,768649675,6004038520.0,-39967311.0,-169082137.0,-3.0810573767493366e-06,1.37e-07
359.8122863769531,4.991168975830078,4.8813371658325195,0.03772083297371864,0,33436354,27483535,1626350269,1626350269,770024941,768649675,6004038520.0,-39967311.0,-169082137.0,-3.459010452091694e-08,5.2330000000000005e-06
359.84735107421875,4.988909721374512,4.879136562347412,0.04070722684264183,0,33436355,27483536,1626350269,1626350269,775031462,776643132,6004016549.0,-39968410.0,-169095321.0,-3.459010452091694e-08,5.2330000000000005e-06
359.78631591796875,4.988926887512207,4.879136562347412,0.03552033379673958,0,33436356,27483537,1626350269,1626350269,780007619,784752820,6004007996.0,-39985533.0,-169096709.0,-3.459010452091694e-08,5.2330000000000005e-06
359.77911376953125,4.993268966674805,4.88338041305542,0.03489162027835846,0,33436357,27483537,1626350269,1626350269,785167194,784752820,6004007996.0,-39985533.0,-169096709.0,-3.459010452091694e-08,5.2330000000000005e-06
359.7974853515625,4.990851402282715,4.8810224533081055,0.036463405936956406,0,33436358,27483538,1626350269,1626350269,789997168,790599301,6004011692.0,-39977134.0,-169096479.0,2.5554955970427864e-07,3.4980000000000002e-06
359.84747314453125,4.993409633636475,4.883537292480469,0.04070722684264183,0,33436359,27483539,1626350269,1626350269,794987422,796609232,6004025967.0,-39987829.0,-169101518.0,2.5554955970427864e-07,3.4980000000000002e-06
359.8307189941406,4.989556789398193,4.879765033721924,0.03929261863231659,0,33436360,27483539,1626350269,1626350269,799999988,796609232,6004025967.0,-39987829.0,-169101518.0,2.5554955970427864e-07,3.4980000000000002e-06
359.8418884277344,4.991482734680176,4.881651401519775,0.04023569077253342,0,33436361,27483541,1626350269,1626350269,804964493,808603153,6004033513.0,-39995782.0,-169072594.0,2.5554955970427864e-07,3.4980000000000002e-06
359.7807312011719,4.988446235656738,4.878664970397949,0.035048797726631165,0,33436362,27483542,1626350269,1626350269,810052827,814641778,6004033830.0,-39993835.0,-169080571.0,-1.3929715287559505e-06,1.8540000000000002e-06
359.8419494628906,4.994054317474365,4.884166240692139,0.04023569077253342,0,33436363,27483542,1626350269,1626350269,815191135,814641778,6004033830.0,-39993835.0,-169080571.0,-1.3929715287559505e-06,1.8540000000000002e-06
359.8363342285156,4.991323471069336,4.881494045257568,0.039764154702425,0,33436364,27483543,1626350269,1626350269,820022727,820616661,6004038641.0,-40015274.0,-169065300.0,-1.3929715287559505e-06,1.8540000000000002e-06
359.7973937988281,4.988602161407471,4.878822326660156,0.036463405936956406,0,33436365,27483543,1626350269,1626350269,825027208,820616661,6004038641.0,-40015274.0,-169065300.0,-1.3929715287559505e-06,1.8540000000000002e-06
359.8197021484375,4.991649150848389,4.881808280944824,0.03834954649209976,0,33436366,27483544,1626350269,1626350269,829972075,828615718,6004038182.0,-40016687.0,-169063369.0,2.4272013368919223e-06,-1.969e-06
359.83636474609375,4.992126941680908,4.882279872894287,0.039764154702425,0,33436367,27483545,1626350269,1626350269,834989867,834863833,6004027169.0,-40019323.0,-169077906.0,2.4272013368919223e-06,-1.969e-06
359.80108642578125,4.988440036773682,4.878664970397949,0.036777760833501816,0,33436368,27483547,1626350269,1626350269,840005500,846717610,6004009618.0,-39988730.0,-169085152.0,2.4272013368919223e-06,-1.969e-06
359.76226806640625,4.988774299621582,4.878979206085205,0.03347701206803322,0,33436369,27483548,1626350269,1626350269,846777066,854633064,6003989105.0,-39957828.0,-169087023.0,2.4272013368919223e-06,-1.969e-06
359.84002685546875,4.991643905639648,4.881808280944824,0.04007851332426071,0,33436370,27483549,1626350269,1626350269,850022420,860628215,6003991662.0,-39962934.0,-169089731.0,3.6888693643432895e-06,-9.29e-07
359.8454895019531,4.988428115844727,4.878664970397949,0.040550049394369125,0,33436371,27483549,1626350269,1626350269,855550708,860628215,6003991662.0,-39962934.0,-169089731.0,3.6888693643432895e-06,-9.29e-07
359.8234558105469,4.993255615234375,4.88338041305542,0.03866390511393547,0,33436372,27483550,1626350269,1626350269,859998986,866595502,6003995115.0,-39960469.0,-169079598.0,3.6888693643432895e-06,-9.29e-07
359.8363952636719,4.9935736656188965,4.883694648742676,0.039764154702425,0,33436373,27483551,1626350269,1626350269,865732931,872635689,6004004419.0,-39950466.0,-169082603.0,3.6888693643432895e-06,-9.29e-07
359.845703125,4.9950175285339355,4.8851094245910645,0.040550049394369125,0,33436374,27483552,1626350269,1626350269,870018306,878617205,6004001418.0,-39955757.0,-169070683.0,2.5107263905150136e-06,6.62e-06
359.8177185058594,4.988113880157471,4.878350734710693,0.03819236904382706,0,33436375,27483552,1626350269,1626350269,875098734,878617205,6004001418.0,-39955757.0,-169070683.0,2.5107263905150136e-06,6.62e-06
359.81787109375,4.991810321807861,4.881965637207031,0.03819236904382706,0,33436376,27483553,1626350269,1626350269,880017356,884571318,6004000942.0,-39947158.0,-169074039.0,2.5107263905150136e-06,6.62e-06
359.7862854003906,4.988123416900635,4.878350734710693,0.03552033379673958,0,33436377,27483554,1626350269,1626350269,885070196,890660374,6004014387.0,-39968871.0,-169082836.0,-2.0128155511048934e-06,8.000000000000001e-06
359.81219482421875,4.988597869873047,4.878822326660156,0.03772083297371864,0,33436378,27483555,1626350269,1626350269,890012549,896603177,6004012946.0,-39972857.0,-169093171.0,-2.0128155511048934e-06,8.000000000000001e-06
359.7881164550781,4.988122463226318,4.878350734710693,0.03567751124501228,0,33436379,27483555,1626350269,1626350269,895040316,896603177,6004012946.0,-39972857.0,-169093171.0,-2.0128155511048934e-06,8.000000000000001e-06
359.8363952636719,4.9935736656188965,4.883694648742676,0.039764154702425,0,33436380,27483556,1626350269,1626350269,900006082,902607099,6004030244.0,-39985454.0,-169094734.0,-2.0128155511048934e-06,8.000000000000001e-06
359.8307800292969,4.991164207458496,4.8813371658325195,0.03929261863231659,0,33436381,27483557,1626350269,1626350269,905213650,908589475,6004038629.0,-39996226.0,-169100647.0,-2.0128155511048934e-06,8.000000000000001e-06
359.8068542480469,4.9942240715026855,4.8843231201171875,0.03724929690361023,0,33436382,27483558,1626350269,1626350269,910014054,914691111,6004030757.0,-39991958.0,-169107112.0,-4.5661154954573085e-07,-4.441e-06
359.7900390625,4.989729404449463,4.879922389984131,0.03583468869328499,0,33436383,27483559,1626350269,1626350269,915091693,920867877,6004041018.0,-39992685.0,-169117714.0,-4.5661154954573085e-07,-4.441e-06
359.7771911621094,4.991822719573975,4.881965637207031,0.034734439104795456,0,33436384,27483560,1626350269,1626350269,920089466,926621009,6004049718.0,-39998585.0,-169118768.0,-4.5661154954573085e-07,-4.441e-06
359.81219482421875,4.988436698913574,4.878664970397949,0.03772083297371864,0,33436385,27483561,1626350269,1626350269,925898656,932639094,6004041200.0,-40003010.0,-169121980.0,-5.709090084646648e-07,2.1740000000000003e-06
359.8123474121094,4.992615222930908,4.88275146484375,0.03772083297371864,0,33436386,27483562,1626350269,1626350269,930015149,938631934,6004019812.0,-39986137.0,-169132280.0,-5.709090084646648e-07,2.1740000000000003e-06
359.77545166015625,4.994073390960693,4.884166240692139,0.03457726165652275,0,33436387,27483562,1626350269,1626350269,935032662,938631934,6004019812.0,-39986137.0,-169132280.0,-5.709090084646648e-07,2.1740000000000003e-06
359.823486328125,4.9942193031311035,4.8843231201171875,0.03866390511393547,0,33436388,27483563,1626350269,1626350269,940055752,944597662,6004023726.0,-39974440.0,-169125854.0,-5.709090084646648e-07,2.1740000000000003e-06
359.7939147949219,4.994067668914795,4.884166240692139,0.0361490473151207,0,33436389,27483563,1626350269,1626350269,945023286,944597662,6004023726.0,-39974440.0,-169125854.0,-5.709090084646648e-07,2.1740000000000003e-06
359.8455505371094,4.990838527679443,4.8810224533081055,0.040550049394369125,0,33436390,27483564,1626350269,1626350269,949993375,950591120,6004017357.0,-39970703.0,-169109329.0,1.1435529367022084e-06,2.198e-06
359.76409912109375,4.988613128662109,4.878822326660156,0.03363418951630592,0,33436391,27483565,1626350269,1626350269,955335615,956604708,6004006954.0,-39955125.0,-169096747.0,1.1435529367022084e-06,2.198e-06
359.7883605957031,4.9934258460998535,4.883537292480469,0.03567751124501228,0,33436392,27483566,1626350269,1626350269,960016815,962651961,6004016557.0,-39942273.0,-169077138.0,1.1435529367022084e-06,2.198e-06
359.8529357910156,4.990354537963867,4.880550861358643,0.041178762912750244,0,33436393,27483566,1626350269,1626350269,965050338,962651961,6004016557.0,-39942273.0,-169077138.0,1.1435529367022084e-06,2.198e-06
359.79559326171875,4.989566802978516,4.879765033721924,0.0363062247633934,0,33436394,27483567,1626350269,1626350269,970779783,968632109,6004016076.0,-39939745.0,-169065346.0,-3.410761545039758e-06,4.915e-06
359.7734069824219,4.989573955535889,4.879765033721924,0.034420084208250046,0,33436395,27483568,1626350269,1626350269,975019550,974631526,6004016228.0,-39950328.0,-169049968.0,-3.410761545039758e-06,4.915e-06
359.7789306640625,4.988929271697998,4.879136562347412,0.03489162027835846,0,33436396,27483569,1626350269,1626350269,980015558,980637590,6004020302.0,-39931246.0,-169027167.0,-3.410761545039758e-06,4.915e-06
359.8548278808594,4.991640567779541,4.881808280944824,0.04133594036102295,0,33436397,27483570,1626350269,1626350269,985027452,986606758,6004030388.0,-39949538.0,-169029066.0,-3.410761545039758e-06,4.915e-06
359.7753601074219,4.9919843673706055,4.882122993469238,0.03457726165652275,0,33436398,27483570,1626350269,1626350269,990035004,986606758,6004030388.0,-39949538.0,-169029066.0,2.7700936489108617e-06,-1.158e-06
359.8362121582031,4.987948417663574,4.878193378448486,0.039764154702425,0,33436399,27483572,1626350269,1626350270,995052788,1242720,6004025040.0,-39950731.0,-169027686.0,2.7700936489108617e-06,-1.158e-06
359.8270568847656,4.990522384643555,4.88070821762085,0.03897826373577118,0,33436400,27483573,1626350270,1626350270,453557,8594706,6004024878.0,-39942523.0,-169021388.0,2.7700936489108617e-06,-1.158e-06
359.7883605957031,4.993587017059326,4.883694648742676,0.03567751124501228,0,33436401,27483574,1626350270,1626350270,7728012,14721993,6004024314.0,-39938898.0,-169019487.0,-3.190958723982998e-06,-6.091000000000001e-06
359.8216247558594,4.993898391723633,4.884008884429932,0.038506727665662766,0,33436402,27483575,1626350270,1626350270,9994005,20595111,6004019407.0,-39940034.0,-169030459.0,-3.190958723982998e-06,-6.091000000000001e-06
359.77899169921875,4.990375518798828,4.880550861358643,0.03489162027835846,0,33436403,27483575,1626350270,1626350270,15269488,20595111,6004019407.0,-39940034.0,-169030459.0,-3.190958723982998e-06,-6.091000000000001e-06
359.8399353027344,4.988590717315674,4.878822326660156,0.04007851332426071,0,33436404,27483575,1626350270,1626350270,20066847,20595111,6004019407.0,-39940034.0,-169030459.0,-3.190958723982998e-06,-6.091000000000001e-06
359.8436279296875,4.987785816192627,4.878036022186279,0.04039286822080612,0,33436405,27483576,1626350270,1626350270,27074783,28582324,6004017100.0,-39932436.0,-169031673.0,-3.190958723982998e-06,-6.091000000000001e-06
359.78094482421875,4.992785930633545,4.882908821105957,0.035048797726631165,0,33436406,27483577,1626350270,1626350270,29987241,34610136,6004015577.0,-39921224.0,-169037589.0,3.1305702824673387e-06,8.879000000000001e-06
359.8103942871094,4.989562034606934,4.879765033721924,0.03756365552544594,0,33436407,27483578,1626350270,1626350270,35082204,40641148,6004002036.0,-39909146.0,-169053825.0,3.1305702824673387e-06,8.879000000000001e-06
359.7807922363281,4.989732265472412,4.879922389984131,0.035048797726631165,0,33436408,27483578,1626350270,1626350270,39988805,40641148,6004002036.0,-39909146.0,-169053825.0,3.1305702824673387e-06,8.879000000000001e-06
359.8401184082031,4.9937334060668945,4.883852005004883,0.04007851332426071,0,33436409,27483579,1626350270,1626350270,45004363,46629172,6004025551.0,-39894389.0,-169045367.0,3.1305702824673387e-06,8.879000000000001e-06
359.8399353027344,4.988590717315674,4.878822326660156,0.04007851332426071,0,33436410,27483580,1626350270,1626350270,50006791,52587745,6004022784.0,-39886539.0,-169031787.0,3.89988014895282e-06,-5.3960000000000005e-06
359.8345642089844,4.993574142456055,4.883694648742676,0.0396069772541523,0,33436411,27483580,1626350270,1626350270,54967548,52587745,6004022784.0,-39886539.0,-169031787.0,3.89988014895282e-06,-5.3960000000000005e-06
359.802978515625,4.989725589752197,4.879922389984131,0.03693494200706482,0,33436412,27483582,1626350270,1626350270,60023691,64595881,6004011500.0,-39882867.0,-169041608.0,3.89988014895282e-06,-5.3960000000000005e-06
359.781005859375,4.994231700897217,4.8843231201171875,0.035048797726631165,0,33436413,27483582,1626350270,1626350270,65024068,64595881,6004011500.0,-39882867.0,-169041608.0,3.89988014895282e-06,-5.3960000000000005e-06
359.83624267578125,4.988430500030518,4.878664970397949,0.039764154702425,0,33436414,27483583,1626350270,1626350270,70002101,70654223,6004007217.0,-39900864.0,-169031726.0,2.9151635121131414e-06,-2.966e-06
359.8085632324219,4.990206241607666,4.880393981933594,0.037406474351882935,0,33436415,27483584,1626350270,1626350270,74973633,79645786,6003997781.0,-39894263.0,-169031758.0,2.9151635121131414e-06,-2.966e-06
359.7716369628906,4.991342544555664,4.881494045257568,0.03426290303468704,0,33436416,27483585,1626350270,1626350270,80176649,84595392,6004005312.0,-39892322.0,-169025741.0,2.9151635121131414e-06,-2.966e-06
