OMEGA,Radius,AI0,AI1,Sequenz1,Sequenz2,Sekunden1,Sekunden1,NaoSek1,NanoSek2,DMS1,DMS2,DMS3,CHI,PHI
359.78631591796875,4.988766193389893,4.878979206085205,0.03552033379673958,13588903,11299473,1626251007,1626251007,60484007,77142237,102942770.0,-61354554.0,93005283.0,-1.1517091132795886e-05,-9.128000000000001e-06
359.7754211425781,4.9937520027160645,4.883852005004883,0.03457726165652275,13588904,11299474,1626251007,1626251007,64108249,83135798,103191758.0,-61359815.0,92980147.0,-1.1517091132795886e-05,-9.128000000000001e-06
359.7919006347656,4.989889621734619,4.880079746246338,0.03599186986684799,13588905,11299474,1626251007,1626251007,70327073,83135798,103191758.0,-61359815.0,92980147.0,5.113191447483851e-06,4.5330000000000005e-06
359.78826904296875,4.9916582107543945,4.881808280944824,0.03567751124501228,13588906,11299475,1626251007,1626251007,74090247,89216866,103344837.0,-61272316.0,92933350.0,5.113191447483851e-06,4.5330000000000005e-06
359.7901916503906,4.992943286895752,4.883065700531006,0.03583468869328499,13588907,11299477,1626251007,1626251007,79278452,101229888,103189903.0,-60979173.0,92864920.0,5.113191447483851e-06,4.5330000000000005e-06
359.7900390625,4.989246845245361,4.879450798034668,0.03583468869328499,13588908,11299478,1626251007,1626251007,84109933,109670705,102949622.0,-60922809.0,92979742.0,-5.41975959578071e-06,-4.812000000000001e-06
359.771484375,4.988449573516846,4.878664970397949,0.03426290303468704,13588909,11299478,1626251007,1626251007,89104218,109670705,102949622.0,-60922809.0,92979742.0,-5.41975959578071e-06,-4.812000000000001e-06
359.76983642578125,4.992307662963867,4.882437229156494,0.03410572558641434,13588910,11299479,1626251007,1626251007,94125243,115143463,102903452.0,-60836207.0,92956072.0,-5.41975959578071e-06,-4.812000000000001e-06
359.82330322265625,4.988595008850098,4.878822326660156,0.03866390511393547,13588911,11299479,1626251007,1626251007,99187478,115143463,102903452.0,-60836207.0,92956072.0,-5.41975959578071e-06,-4.812000000000001e-06
359.8510437011719,4.988587856292725,4.878822326660156,0.04102158546447754,13588912,11299480,1626251007,1626251007,104552729,121190464,102925681.0,-60804489.0,92903925.0,3.372353345488627e-06,7.811e-06
359.78997802734375,4.98812198638916,4.878350734710693,0.03583468869328499,13588913,11299481,1626251007,1626251007,111190288,127829152,102916270.0,-60697246.0,92831264.0,3.372353345488627e-06,7.811e-06
359.8418273925781,4.989715099334717,4.879922389984131,0.04023569077253342,13588914,11299481,1626251007,1626251007,114183951,127829152,102916270.0,-60697246.0,92831264.0,3.372353345488627e-06,7.811e-06
359.8473815917969,4.990034580230713,4.880236625671387,0.04070722684264183,13588915,11299482,1626251007,1626251007,119102103,134207585,102929709.0,-60602989.0,92769710.0,3.372353345488627e-06,7.811e-06
359.8012390136719,4.992458343505859,4.882594585418701,0.036777760833501816,13588916,11299482,1626251007,1626251007,124110928,134207585,102929709.0,-60602989.0,92769710.0,3.372353345488627e-06,7.811e-06
359.80499267578125,4.9934210777282715,4.883537292480469,0.037092119455337524,13588917,11299483,1626251007,1626251007,129107833,141040283,102910075.0,-60508440.0,92707167.0,3.372353345488627e-06,7.811e-06
359.7679443359375,4.991343975067139,4.881494045257568,0.03394854813814163,13588918,11299485,1626251007,1626251007,134049224,153214932,103000683.0,-60390973.0,92584455.0,3.4031257502766046e-06,1.0228000000000001e-05
359.8306884765625,4.9889140129089355,4.879136562347412,0.03929261863231659,13588919,11299485,1626251007,1626251007,139111579,153214932,103000683.0,-60390973.0,92584455.0,3.4031257502766046e-06,1.0228000000000001e-05
359.8233642578125,4.990523338317871,4.88070821762085,0.03866390511393547,13588920,11299486,1626251007,1626251007,144134361,159270789,103074869.0,-60408737.0,92572683.0,3.4031257502766046e-06,1.0228000000000001e-05
359.7992858886719,4.989565372467041,4.879765033721924,0.03662058338522911,13588921,11299486,1626251007,1626251007,149107030,159270789,103074869.0,-60408737.0,92572683.0,5.631926088865556e-06,6.5240000000000006e-06
359.82513427734375,4.988754749298096,4.878979206085205,0.038821082562208176,13588922,11299487,1626251007,1626251007,154093135,166080950,103127171.0,-60418224.0,92592105.0,5.631926088865556e-06,6.5240000000000006e-06
359.8492126464844,4.989873886108398,4.880079746246338,0.040864404290914536,13588923,11299488,1626251007,1626251007,159067516,171739200,103153970.0,-60407956.0,92572400.0,5.631926088865556e-06,6.5240000000000006e-06
359.771728515625,4.993271350860596,4.88338041305542,0.03426290303468704,13588924,11299489,1626251007,1626251007,164114791,177291992,103177448.0,-60457198.0,92561986.0,5.631926088865556e-06,6.5240000000000006e-06
359.8382568359375,4.993733882904053,4.883852005004883,0.03992133587598801,13588925,11299490,1626251007,1626251007,169113355,183198451,103194517.0,-60462984.0,92552415.0,2.0051799565660535e-06,8.7e-07
359.76788330078125,4.990540504455566,4.88070821762085,0.03394854813814163,13588926,11299492,1626251007,1626251007,174150338,197182167,103255880.0,-60534985.0,92511051.0,2.0051799565660535e-06,8.7e-07
359.8475036621094,4.994052886962891,4.884166240692139,0.04070722684264183,13588927,11299493,1626251007,1626251007,179405366,206290192,103245983.0,-60534982.0,92481036.0,-2.105132702890727e-06,-4.677e-06
359.8140869140625,4.98972225189209,4.879922389984131,0.03787801042199135,13588928,11299494,1626251007,1626251007,184155807,211192847,103251365.0,-60538941.0,92477181.0,-2.105132702890727e-06,-4.677e-06
359.7844543457031,4.9886064529418945,4.878822326660156,0.035363152623176575,13588929,11299495,1626251007,1626251007,189147560,217174653,103247256.0,-60552055.0,92471239.0,-2.105132702890727e-06,-4.677e-06
359.7643737792969,4.994237422943115,4.8843231201171875,0.03363418951630592,13588930,11299495,1626251007,1626251007,194138337,217174653,103247256.0,-60552055.0,92471239.0,-2.105132702890727e-06,-4.677e-06
359.838134765625,4.9895548820495605,4.879765033721924,0.03992133587598801,13588931,11299496,1626251007,1626251007,199151886,223181845,103245787.0,-60572465.0,92464022.0,2.625023912219227e-06,-5.250000000000001e-07
359.82708740234375,4.991486549377441,4.881651401519775,0.03897826373577118,13588932,11299497,1626251007,1626251007,204073912,229299574,103267949.0,-60589108.0,92467506.0,2.625023912219227e-06,-5.250000000000001e-07
359.7828674316406,4.994553089141846,4.884637832641602,0.03520597517490387,13588933,11299497,1626251007,1626251007,210439963,229299574,103267949.0,-60589108.0,92467506.0,2.625023912219227e-06,-5.250000000000001e-07
359.8437194824219,4.991482257843018,4.881651401519775,0.04039286822080612,13588934,11299498,1626251007,1626251007,214185923,235173769,103264987.0,-60602038.0,92470181.0,2.625023912219227e-06,-5.250000000000001e-07
359.84552001953125,4.989874839782715,4.880079746246338,0.040550049394369125,13588935,11299499,1626251007,1626251007,219712519,241166213,103262720.0,-60593803.0,92480461.0,2.625023912219227e-06,-5.250000000000001e-07
359.775390625,4.992466926574707,4.882594585418701,0.03457726165652275,13588936,11299500,1626251007,1626251007,224062724,247154580,103262264.0,-60579074.0,92488401.0,4.6656021877079677e-07,4.507e-06
359.8381042480469,4.988751411437988,4.878979206085205,0.03992133587598801,13588937,11299500,1626251007,1626251007,229099713,247154580,103262264.0,-60579074.0,92488401.0,4.6656021877079677e-07,4.507e-06
359.82708740234375,4.9911651611328125,4.8813371658325195,0.03897826373577118,13588938,11299501,1626251007,1626251007,234059876,253238945,103262540.0,-60571837.0,92499298.0,4.6656021877079677e-07,4.507e-06
359.8529052734375,4.989230155944824,4.879450798034668,0.041178762912750244,13588939,11299502,1626251007,1626251007,239109315,259291847,103264047.0,-60570292.0,92514305.0,4.6656021877079677e-07,4.507e-06
359.8085021972656,4.989080905914307,4.879293441772461,0.037406474351882935,13588940,11299502,1626251007,1626251007,244120730,259291847,103264047.0,-60570292.0,92514305.0,4.6656021877079677e-07,4.507e-06
359.76226806640625,4.988774299621582,4.878979206085205,0.03347701206803322,13588941,11299503,1626251007,1626251007,249096214,265529387,103277213.0,-60575873.0,92518166.0,3.218491384798969e-06,-1.07e-07
359.82891845703125,4.991003513336182,4.8811798095703125,0.039135441184043884,13588942,11299504,1626251007,1626251007,254148249,271173237,103273854.0,-60576181.0,92527450.0,3.218491384798969e-06,-1.07e-07
359.8456726074219,4.994535446166992,4.884637832641602,0.040550049394369125,13588943,11299504,1626251007,1626251007,259110097,271173237,103273854.0,-60576181.0,92527450.0,3.218491384798969e-06,-1.07e-07
359.8012390136719,4.992136478424072,4.882279872894287,0.036777760833501816,13588944,11299505,1626251007,1626251007,264113928,277164551,103259269.0,-60584881.0,92521548.0,3.218491384798969e-06,-1.07e-07
359.8214416503906,4.988112926483154,4.878350734710693,0.038506727665662766,13588945,11299506,1626251007,1626251007,269081920,283126964,103246887.0,-60579195.0,92516191.0,-4.360309864369876e-06,-9.300000000000001e-07
359.77520751953125,4.988609313964844,4.878822326660156,0.03457726165652275,13588946,11299507,1626251007,1626251007,274110217,289162850,103216684.0,-60573450.0,92514606.0,-4.360309864369876e-06,-9.300000000000001e-07
359.77520751953125,4.988448143005371,4.878664970397949,0.03457726165652275,13588947,11299507,1626251007,1626251007,279170843,289162850,103216684.0,-60573450.0,92514606.0,-4.360309864369876e-06,-9.300000000000001e-07
359.8511047363281,4.99131965637207,4.881494045257568,0.04102158546447754,13588948,11299508,1626251007,1626251007,284104673,295145803,103220477.0,-60552483.0,92514103.0,-4.360309864369876e-06,-9.300000000000001e-07
359.784423828125,4.988123893737793,4.878350734710693,0.035363152623176575,13588949,11299509,1626251007,1626251007,289069666,303186850,103224983.0,-60551927.0,92520181.0,-1.6207577307251068e-07,-5.993e-06
359.8160705566406,4.993417739868164,4.883537292480469,0.03803519159555435,13588950,11299510,1626251007,1626251007,294221585,311750314,103222590.0,-60548898.0,92543889.0,-1.6207577307251068e-07,-5.993e-06
359.82904052734375,4.9940571784973145,4.884166240692139,0.039135441184043884,13588951,11299511,1626251007,1626251007,300864637,317182108,103250644.0,-60564714.0,92559897.0,-1.6207577307251068e-07,-5.993e-06
359.84735107421875,4.988588809967041,4.878822326660156,0.04070722684264183,13588952,11299511,1626251007,1626251007,304126380,317182108,103250644.0,-60564714.0,92559897.0,-1.6207577307251068e-07,-5.993e-06
359.7901611328125,4.992461681365967,4.882594585418701,0.03583468869328499,13588953,11299513,1626251007,1626251007,309098274,333129357,103275430.0,-60590832.0,92569566.0,8.797895656527757e-07,-1.5780000000000002e-06
359.8363342285156,4.99148416519165,4.881651401519775,0.039764154702425,13588954,11299513,1626251007,1626251007,315027133,333129357,103275430.0,-60590832.0,92569566.0,8.797895656527757e-07,-1.5780000000000002e-06
359.84918212890625,4.988588333129883,4.878822326660156,0.040864404290914536,13588955,11299514,1626251007,1626251007,321342280,339198669,103290389.0,-60613985.0,92578748.0,8.797895656527757e-07,-1.5780000000000002e-06
359.8105163574219,4.993419170379639,4.883537292480469,0.03756365552544594,13588956,11299515,1626251007,1626251007,324113633,347224514,103275335.0,-60623694.0,92578277.0,4.326297513691618e-06,1.065e-06
359.7733459472656,4.988770484924316,4.878979206085205,0.034420084208250046,13588957,11299516,1626251007,1626251007,330002412,353160328,103278545.0,-60630723.0,92564390.0,4.326297513691618e-06,1.065e-06
359.76611328125,4.991987705230713,4.882122993469238,0.03379136696457863,13588958,11299516,1626251007,1626251007,334638188,353160328,103278545.0,-60630723.0,92564390.0,4.326297513691618e-06,1.065e-06
359.8381652832031,4.991162300109863,4.8813371658325195,0.03992133587598801,13588959,11299517,1626251007,1626251007,339130808,359309990,103281779.0,-60623083.0,92551506.0,4.326297513691618e-06,1.065e-06
359.8253479003906,4.994379997253418,4.8844804763793945,0.038821082562208176,13588960,11299517,1626251007,1626251007,345326493,359309990,103281779.0,-60623083.0,92551506.0,4.326297513691618e-06,1.065e-06
359.76611328125,4.992308616638184,4.882437229156494,0.03379136696457863,13588961,11299518,1626251007,1626251007,349093338,365710278,103284240.0,-60601383.0,92551828.0,-4.988946050196644e-06,2.769e-06
359.7901611328125,4.992461681365967,4.882594585418701,0.03583468869328499,13588962,11299518,1626251007,1626251007,354120774,365710278,103284240.0,-60601383.0,92551828.0,-4.988946050196644e-06,2.769e-06
359.8510437011719,4.98906946182251,4.879293441772461,0.04102158546447754,13588963,11299519,1626251007,1626251007,359061330,371127079,103276590.0,-60588403.0,92546482.0,-4.988946050196644e-06,2.769e-06
359.8511962890625,4.993890762329102,4.884008884429932,0.04102158546447754,13588964,11299520,1626251007,1626251007,364902280,377208005,103263126.0,-60574028.0,92548743.0,-4.988946050196644e-06,2.769e-06
359.7734069824219,4.989735126495361,4.879922389984131,0.034420084208250046,13588965,11299521,1626251007,1626251007,369082188,383256266,103253116.0,-60556801.0,92551414.0,-4.988946050196644e-06,2.769e-06
359.85858154296875,4.993568420410156,4.883694648742676,0.04165029898285866,13588966,11299522,1626251007,1626251007,374089608,389494704,103218204.0,-60543520.0,92536549.0,-2.1446972688251615e-06,-5.4e-08
359.82342529296875,4.992452144622803,4.882594585418701,0.03866390511393547,13588967,11299523,1626251007,1626251007,381715805,395176362,103199175.0,-60540463.0,92542815.0,-2.1446972688251615e-06,-5.4e-08
359.7846374511719,4.993105888366699,4.883223056793213,0.035363152623176575,13588968,11299524,1626251007,1626251007,384298667,402151289,103186231.0,-60516659.0,92527588.0,-2.1446972688251615e-06,-5.4e-08
359.8343811035156,4.988592147827148,4.878822326660156,0.0396069772541523,13588969,11299525,1626251007,1626251007,389148239,407917607,103174702.0,-60518593.0,92528695.0,-2.1446972688251615e-06,-5.4e-08
359.7698974609375,4.993753910064697,4.883852005004883,0.03410572558641434,13588970,11299525,1626251007,1626251007,394107802,407917607,103174702.0,-60518593.0,92528695.0,1.3369794003083275e-06,4.92e-06
359.79193115234375,4.990211009979248,4.880393981933594,0.03599186986684799,13588971,11299526,1626251007,1626251007,399108920,413171446,103179825.0,-60508044.0,92525774.0,1.3369794003083275e-06,4.92e-06
359.7772216796875,4.9921441078186035,4.882279872894287,0.034734439104795456,13588972,11299526,1626251007,1626251007,404105445,413171446,103179825.0,-60508044.0,92525774.0,1.3369794003083275e-06,4.92e-06
359.784423828125,4.988123893737793,4.878350734710693,0.035363152623176575,13588973,11299526,1626251007,1626251007,409885203,413171446,103179825.0,-60508044.0,92525774.0,1.3369794003083275e-06,4.92e-06
359.7753601074219,4.99214506149292,4.882279872894287,0.03457726165652275,13588974,11299527,1626251007,1626251007,414059253,422037324,103175047.0,-60499315.0,92547154.0,9.061659217429647e-07,3.984e-06
359.8454895019531,4.988106727600098,4.878350734710693,0.040550049394369125,13588975,11299527,1626251007,1626251007,419060387,422037324,103175047.0,-60499315.0,92547154.0,9.061659217429647e-07,3.984e-06
359.7716064453125,4.990699768066406,4.880865573883057,0.03426290303468704,13588976,11299528,1626251007,1626251007,424062786,429134283,103168330.0,-60497587.0,92573717.0,9.061659217429647e-07,3.984e-06
359.79571533203125,4.992941856384277,4.883065700531006,0.0363062247633934,13588977,11299528,1626251007,1626251007,429107339,429134283,103168330.0,-60497587.0,92573717.0,9.061659217429647e-07,3.984e-06
359.85296630859375,4.991319179534912,4.881494045257568,0.041178762912750244,13588978,11299529,1626251007,1626251007,434053216,435701554,103185534.0,-60509314.0,92579065.0,9.061659217429647e-07,3.984e-06
359.8269958496094,4.989075660705566,4.879293441772461,0.03897826373577118,13588979,11299530,1626251007,1626251007,439509839,441232110,103196510.0,-60499759.0,92592830.0,9.061659217429647e-07,3.984e-06
359.8252868652344,4.992290496826172,4.882437229156494,0.038821082562208176,13588980,11299531,1626251007,1626251007,444098587,447191886,103193241.0,-60509080.0,92588010.0,9.061659217429647e-07,3.984e-06
359.8122863769531,4.991168975830078,4.8813371658325195,0.03772083297371864,13588981,11299532,1626251007,1626251007,449167769,453167367,103191050.0,-60521964.0,92586021.0,2.511535741668093e-07,-8.735e-06
359.7790222167969,4.991340160369873,4.881494045257568,0.03489162027835846,13588982,11299532,1626251007,1626251007,454086501,453167367,103191050.0,-60521964.0,92586021.0,2.511535741668093e-07,-8.735e-06
359.77362060546875,4.994234561920166,4.8843231201171875,0.034420084208250046,13588983,11299534,1626251007,1626251007,459059666,465181212,103203993.0,-60533515.0,92578049.0,-3.1821666263268616e-06,-8.790000000000001e-07
359.8419189453125,4.99308967590332,4.883223056793213,0.04023569077253342,13588984,11299534,1626251007,1626251007,464127323,465181212,103203993.0,-60533515.0,92578049.0,-3.1821666263268616e-06,-8.790000000000001e-07
359.77520751953125,4.988770008087158,4.878979206085205,0.03457726165652275,13588985,11299535,1626251007,1626251007,469108796,473159904,103183783.0,-60509558.0,92562973.0,-3.1821666263268616e-06,-8.790000000000001e-07
359.8012390136719,4.991815090179443,4.881965637207031,0.036777760833501816,13588986,11299535,1626251007,1626251007,474512585,473159904,103183783.0,-60509558.0,92562973.0,-3.1821666263268616e-06,-8.790000000000001e-07
359.8253479003906,4.994058609008789,4.884166240692139,0.038821082562208176,13588987,11299537,1626251007,1626251007,479898799,485192616,103166732.0,-60476370.0,92562034.0,-3.1821666263268616e-06,-8.790000000000001e-07
359.8326721191406,4.992288589477539,4.882437229156494,0.03944979980587959,13588988,11299538,1626251007,1626251007,484115128,491141456,103162856.0,-60463841.0,92555214.0,4.5337213562254233e-07,-4.247e-06
359.7994384765625,4.993583679199219,4.883694648742676,0.03662058338522911,13588989,11299539,1626251007,1626251007,489109442,497231030,103142544.0,-60444666.0,92550984.0,4.5337213562254233e-07,-4.247e-06
359.8418884277344,4.992125511169434,4.882279872894287,0.04023569077253342,13588990,11299540,1626251007,1626251007,494107960,503134999,103142523.0,-60414521.0,92544657.0,4.5337213562254233e-07,-4.247e-06
359.7659606933594,4.988612651824951,4.878822326660156,0.03379136696457863,13588991,11299541,1626251007,1626251007,500526553,509179916,103129224.0,-60414041.0,92560359.0,1.6323234493670636e-07,3.945e-06
359.7698974609375,4.993753910064697,4.883852005004883,0.03410572558641434,13588992,11299541,1626251007,1626251007,504105338,509179916,103129224.0,-60414041.0,92560359.0,1.6323234493670636e-07,3.945e-06
359.84368896484375,4.990035533905029,4.880236625671387,0.04039286822080612,13588993,11299541,1626251007,1626251007,509062607,509179916,103129224.0,-60414041.0,92560359.0,1.6323234493670636e-07,3.945e-06
359.8216247558594,4.993256092071533,4.88338041305542,0.038506727665662766,13588994,11299542,1626251007,1626251007,514056513,517165187,103140206.0,-60408976.0,92585208.0,1.6323234493670636e-07,3.945e-06
359.7771301269531,4.990216255187988,4.880393981933594,0.034734439104795456,13588995,11299542,1626251007,1626251007,519054192,517165187,103140206.0,-60408976.0,92585208.0,1.6323234493670636e-07,3.945e-06
359.7659606933594,4.9884514808654785,4.878664970397949,0.03379136696457863,13588996,11299543,1626251007,1626251007,524811410,523140181,103142282.0,-60410539.0,92594738.0,2.8316385218063063e-06,1.498e-06
359.8511047363281,4.990998268127441,4.8811798095703125,0.04102158546447754,13588997,11299544,1626251007,1626251007,529059496,531098637,103142405.0,-60398604.0,92619533.0,2.8316385218063063e-06,1.498e-06
359.8288879394531,4.990200519561768,4.880393981933594,0.039135441184043884,13588998,11299545,1626251007,1626251007,534742222,537171794,103152558.0,-60402261.0,92630887.0,2.8316385218063063e-06,1.498e-06
359.8271789550781,4.9935760498046875,4.883694648742676,0.03897826373577118,13588999,11299546,1626251007,1626251007,539141723,543306738,103161133.0,-60404346.0,92642053.0,-8.65444785103528e-07,-2.702e-06
359.7994079589844,4.992458820343018,4.882594585418701,0.03662058338522911,13589000,11299546,1626251007,1626251007,544114073,543306738,103161133.0,-60404346.0,92642053.0,-8.65444785103528e-07,-2.702e-06
359.7698059082031,4.991664409637451,4.881808280944824,0.03410572558641434,13589001,11299547,1626251007,1626251007,549091973,551187154,103148464.0,-60388592.0,92643248.0,-8.65444785103528e-07,-2.702e-06
359.7715759277344,4.99005651473999,4.880236625671387,0.03426290303468704,13589002,11299548,1626251007,1626251007,554089164,557133025,103142768.0,-60378486.0,92628905.0,-8.65444785103528e-07,-2.702e-06
359.8177490234375,4.988917350769043,4.879136562347412,0.03819236904382706,13589003,11299549,1626251007,1626251007,560905224,563662821,103151163.0,-60365861.0,92627049.0,-8.65444785103528e-07,-2.702e-06
359.8437194824219,4.990678787231445,4.880865573883057,0.04039286822080612,13589004,11299550,1626251007,1626251007,564060726,571932190,103135273.0,-60363500.0,92621518.0,-1.9688549996267203e-06,-5.487e-06
359.8585510253906,4.99292516708374,4.883065700531006,0.04165029898285866,13589005,11299550,1626251007,1626251007,571568123,571932190,103135273.0,-60363500.0,92621518.0,-1.9688549996267203e-06,-5.487e-06
359.84564208984375,4.9935712814331055,4.883694648742676,0.040550049394369125,13589006,11299551,1626251007,1626251007,574058671,577191247,103133718.0,-60354197.0,92628983.0,-1.9688549996267203e-06,-5.487e-06
359.85302734375,4.993247985839844,4.88338041305542,0.041178762912750244,13589007,11299552,1626251007,1626251007,579087206,583178410,103124304.0,-60354698.0,92627288.0,3.921860392878565e-06,2.674e-06
359.79376220703125,4.99021053314209,4.880393981933594,0.0361490473151207,13589008,11299553,1626251007,1626251007,584104874,589207411,103116877.0,-60366461.0,92612660.0,3.921860392878565e-06,2.674e-06
359.8122253417969,4.989561557769775,4.879765033721924,0.03772083297371864,13589009,11299554,1626251007,1626251007,589107403,595199546,103126160.0,-60378630.0,92611360.0,3.921860392878565e-06,2.674e-06
359.7789611816406,4.990215301513672,4.880393981933594,0.03489162027835846,13589010,11299555,1626251007,1626251007,594162026,603138170,103122481.0,-60384891.0,92605683.0,3.921860392878565e-06,2.674e-06
359.7587890625,4.993597507476807,4.883694648742676,0.03316265344619751,13589011,11299555,1626251007,1626251007,601919676,603138170,103122481.0,-60384891.0,92605683.0,2.6909647073799025e-06,1.8370000000000002e-06
359.7660217285156,4.990220069885254,4.880393981933594,0.03379136696457863,13589012,11299556,1626251007,1626251007,604216434,611135821,103093497.0,-60370968.0,92601797.0,2.6909647073799025e-06,1.8370000000000002e-06
359.76971435546875,4.98989725112915,4.880079746246338,0.03410572558641434,13589013,11299556,1626251007,1626251007,609085409,611135821,103093497.0,-60370968.0,92601797.0,2.6909647073799025e-06,1.8370000000000002e-06
359.76416015625,4.989577293395996,4.879765033721924,0.03363418951630592,13589014,11299557,1626251007,1626251007,614054749,617142319,103101230.0,-60367996.0,92600915.0,2.6909647073799025e-06,1.8370000000000002e-06
359.8475036621094,4.993891716003418,4.884008884429932,0.04070722684264183,13589015,11299558,1626251007,1626251007,619095761,623172346,103112753.0,-60379186.0,92618664.0,2.6909647073799025e-06,1.8370000000000002e-06
