OMEGA,Radius,AI0,AI1,Sequenz1,Sequenz2,Sekunden1,Sekunden1,NaoSek1,NanoSek2,DMS1,DMS2,DMS3,CHI,PHI
359.9558410644531,4.995263576507568,4.878664970397949,0.03724929690361023,11175596,"[9309989, 9309990, 9309991, 9309992, 9309993, 9309994]",1627972405,"[1627972405, 1627972405, 1627972405, 1627972405, 1627972405, 1627972405]",440182566,"[421151158, 427159517, 435216056, 442293471, 447063496, 453410680]","[0.037002233, 0.03695152, 0.036472274, 0.036271394000000005, 0.036139387, 0.036115252]","[-0.021702699000000002, -0.021391857, -0.020976190000000002, -0.020631673, -0.020461014, -0.020461594]","[-0.193922072, -0.194173316, -0.194375181, -0.194658395, -0.19493586400000001, -0.195165256]",73.2072906860778,9.970000000000001e-05
